stress_level,method,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
0.111111,dataset_card_compliance_selection,0.589167,0.012033,0.595004,0.000498,0.617059,0.011821,0.45348,0.000575,0.352414,0.000862,0.053067,0.00022,0.05416,0.000272,0.032318,0.000231,0.138242,0.000131,0.205229,0.0,0.135101,0.0,0.035649,0.000183,0.042978,0.000143,0.031389,0.000227,0.028438,0.000147,0.109846,0.000316,0.261711,0.013634,10
0.111111,oracle_mechanism_labeled_selector,0.770625,0.012526,0.782196,0.000307,0.855355,0.010891,0.769955,0.000617,0.64836,0.000666,2.3e-05,1.2e-05,0.034228,0.000341,0.022078,0.000162,0.073139,0.000224,0.168646,0.0,0.105732,0.0,0.030159,0.000252,0.032914,0.000192,0.027612,0.000242,0.021922,0.000133,0.036733,0.000306,0.0,0.0,10
0.222222,embedding_diversity_selection,0.574792,0.011716,0.567988,0.000431,0.58885,0.011737,0.409856,0.000732,0.309278,0.000639,0.075053,0.000163,0.069343,0.000281,0.040086,0.00019,0.147433,0.000274,0.191923,0.0,0.131687,0.0,0.042946,0.000227,0.054929,0.000183,0.042732,0.000274,0.033645,0.000122,0.147103,0.000302,0.291308,0.016727,10
0.222222,failure_prediction_selection,0.607708,0.015674,0.602252,0.000279,0.644217,0.015773,0.507294,0.000596,0.441039,0.000971,0.048016,0.00027,0.053528,0.000258,0.03464,0.000192,0.147426,0.000302,0.237193,0.0,0.160215,0.0,0.041167,0.000181,0.050829,0.0002,0.040722,0.000211,0.030197,0.00025,0.105482,0.000254,0.243741,0.017403,10
0.222222,proposed_mechanism_coverage_audit_v4,0.638958,0.009873,0.646549,0.000437,0.701444,0.00942,0.626369,0.000765,0.522056,0.000622,0.026114,0.000213,0.047031,0.00024,0.030218,0.000133,0.113396,0.00019,0.218659,0.0,0.141906,0.0,0.037624,0.000154,0.043628,0.000148,0.036504,0.000165,0.026867,0.000195,0.076497,0.000291,0.188413,0.007443,10
0.222222,mechanism_coverage_gap_audit_v5,0.691042,0.01372,0.694175,0.000345,0.776197,0.012598,0.714296,0.000568,0.594515,0.000538,0.00556,0.000264,0.039777,0.000216,0.025244,0.000143,0.090215,0.000129,0.179985,0.0,0.11396,0.0,0.033079,0.000254,0.037324,0.000207,0.03131,0.000203,0.023782,4.8e-05,0.048014,0.000263,0.133624,0.018465,10
0.222222,dataset_card_compliance_selection,0.590833,0.021626,0.582016,0.000496,0.615774,0.021468,0.448364,0.000703,0.347643,0.000683,0.057022,0.000248,0.062559,0.000271,0.033861,0.00026,0.140146,0.000204,0.207896,0.0,0.137077,0.0,0.036578,0.000226,0.046011,0.000132,0.033247,0.000127,0.030825,0.000101,0.120872,0.000459,0.266407,0.017587,10
0.222222,oracle_mechanism_labeled_selector,0.778333,0.015438,0.773554,0.000332,0.862437,0.013047,0.764863,0.000624,0.642811,0.000822,5.5e-05,3e-05,0.034882,0.00038,0.022146,0.000239,0.075252,0.000177,0.171313,0.0,0.107571,0.0,0.030214,0.000213,0.033356,0.000131,0.027974,0.00019,0.022251,0.000127,0.03729,0.000236,0.0,0.0,10
0.333333,embedding_diversity_selection,0.5575,0.011144,0.554724,0.000445,0.567635,0.010939,0.405559,0.000794,0.303563,0.000684,0.079629,0.000241,0.079776,0.000325,0.042263,0.000145,0.149918,0.000273,0.19459,0.0,0.13384,0.0,0.044014,0.000182,0.05889,0.00028,0.046399,0.000167,0.036732,0.000143,0.160593,0.00043,0.300955,0.015235,10
0.333333,failure_prediction_selection,0.591042,0.013253,0.589911,0.000255,0.624356,0.012984,0.502349,0.000398,0.435675,0.000569,0.051799,0.000188,0.059037,0.000243,0.036251,0.000281,0.149749,0.000274,0.239859,0.0,0.162326,0.0,0.04229,0.000245,0.05415,0.000234,0.044133,0.000238,0.032255,0.000154,0.114202,0.0004,0.255349,0.014743,10
0.333333,proposed_mechanism_coverage_audit_v4,0.63875,0.012507,0.635258,0.000351,0.698945,0.012489,0.620727,0.000661,0.517488,0.000518,0.028053,0.000233,0.051794,0.000396,0.031125,0.000171,0.115713,0.00015,0.221326,0.0,0.143925,0.0,0.038388,0.000216,0.045361,0.000232,0.039026,0.000212,0.028209,0.000113,0.082461,0.000419,0.190146,0.01519,10
0.333333,mechanism_coverage_gap_audit_v5,0.687083,0.018976,0.684128,0.000518,0.767733,0.017905,0.708268,0.000875,0.588999,0.000825,0.006547,0.00027,0.042231,0.000368,0.025842,0.000182,0.092494,0.000207,0.182652,0.0,0.115864,0.0,0.033536,0.000194,0.038413,0.000133,0.032248,0.00017,0.024338,0.000143,0.051142,0.000308,0.135222,0.013946,10
0.333333,dataset_card_compliance_selection,0.5525,0.016091,0.569074,0.00039,0.574402,0.015913,0.44297,0.000661,0.342218,0.000572,0.061211,0.000155,0.071264,0.000309,0.03503,0.000192,0.142374,0.000213,0.210562,0.0,0.139054,0.0,0.037063,0.000206,0.048767,0.000245,0.03527,0.000195,0.033357,0.000142,0.132175,0.000303,0.293568,0.01831,10
0.333333,oracle_mechanism_labeled_selector,0.765,0.013838,0.763927,0.000335,0.850114,0.012828,0.75875,0.000582,0.637181,0.000734,5.8e-05,3.2e-05,0.035858,0.000257,0.022456,0.000333,0.077625,0.000176,0.173979,0.0,0.10941,0.0,0.030656,0.000204,0.033872,0.000205,0.028688,0.000209,0.022682,0.000167,0.03818,0.000216,0.0,0.0,10
0.444444,embedding_diversity_selection,0.537917,0.012605,0.540558,0.000245,0.544232,0.012589,0.398984,0.000715,0.298399,0.000478,0.084278,0.000327,0.090292,0.000199,0.044211,0.000235,0.151789,0.000192,0.197256,0.0,0.135993,0.0,0.04536,0.000141,0.062808,0.000231,0.050004,0.000263,0.039519,0.000102,0.174102,0.00035,0.321081,0.014985,10
0.444444,failure_prediction_selection,0.575833,0.012858,0.577744,0.000319,0.607016,0.012676,0.496753,0.000479,0.43145,0.000642,0.054939,0.000276,0.064805,0.000243,0.037646,0.000189,0.152039,0.000207,0.242526,0.0,0.164437,0.0,0.043558,0.00021,0.05737,0.000306,0.047394,0.000259,0.034391,9.4e-05,0.122366,0.000445,0.267583,0.016016,10
0.444444,proposed_mechanism_coverage_audit_v4,0.635833,0.016183,0.624274,0.000395,0.694312,0.015939,0.615724,0.000762,0.511857,0.001014,0.030514,0.000285,0.05601,0.000225,0.032493,0.000149,0.118001,0.0001,0.223992,0.0,0.145944,0.0,0.039245,0.00024,0.047532,0.000214,0.040946,0.000117,0.029603,9e-05,0.088768,0.000267,0.192817,0.013361,10
0.444444,mechanism_coverage_gap_audit_v5,0.673125,0.01532,0.674235,0.000398,0.75422,0.014252,0.703253,0.000539,0.583473,0.001072,0.007832,0.000146,0.044918,0.000272,0.026579,0.000106,0.094608,0.000248,0.185319,0.0,0.117768,0.0,0.034088,0.000259,0.039607,0.000176,0.03346,0.000174,0.025264,0.000188,0.05481,0.000291,0.145315,0.014591,10
0.444444,dataset_card_compliance_selection,0.555,0.01293,0.555914,0.000358,0.573403,0.012869,0.437285,0.000498,0.336072,0.000625,0.065097,0.000314,0.079833,0.00036,0.036846,0.000162,0.144742,0.000193,0.213229,0.0,0.141031,0.0,0.037716,0.000197,0.051967,0.000207,0.037458,0.000182,0.035791,0.000131,0.143395,0.000401,0.296506,0.018153,10
0.444444,oracle_mechanism_labeled_selector,0.765833,0.013339,0.755096,0.00043,0.850724,0.011914,0.754056,0.000736,0.63193,0.000799,7.5e-05,2.9e-05,0.036835,0.00019,0.022561,0.000287,0.079955,0.000261,0.176646,0.0,0.111248,0.0,0.030894,0.000175,0.034507,0.000124,0.029234,0.000256,0.022999,0.000108,0.038981,0.000191,0.0,0.0,10
0.555556,embedding_diversity_selection,0.527083,0.01307,0.526942,0.000395,0.529349,0.013043,0.39395,0.000859,0.292431,0.000867,0.089002,0.0002,0.100478,0.000353,0.04617,0.000162,0.154432,0.000222,0.199923,0.0,0.138146,0.0,0.046668,0.000235,0.066937,0.000148,0.05367,0.000209,0.042379,0.000134,0.187445,0.000347,0.319778,0.009267,10
0.555556,failure_prediction_selection,0.571458,0.011851,0.56566,0.000406,0.59958,0.011599,0.491842,0.000236,0.424542,0.000754,0.05836,0.000166,0.070663,0.000212,0.039176,0.000228,0.154197,0.00026,0.245193,0.0,0.166547,0.0,0.044499,0.000222,0.06042,0.000155,0.05071,0.000152,0.03648,0.000157,0.130945,0.000288,0.26198,0.014042,10
0.555556,proposed_mechanism_coverage_audit_v4,0.623125,0.01999,0.612798,0.00041,0.678756,0.019374,0.610363,0.000489,0.506,0.000484,0.032617,0.0003,0.060521,0.000157,0.033339,0.000197,0.120219,0.000173,0.226659,0.0,0.147963,0.0,0.039862,0.000283,0.049436,0.000217,0.043637,0.000233,0.030992,0.000115,0.094677,0.000402,0.194121,0.019193,10
0.555556,mechanism_coverage_gap_audit_v5,0.681875,0.012505,0.664305,0.000554,0.761472,0.011505,0.698036,0.000459,0.578095,0.000541,0.008345,0.000179,0.047222,0.000246,0.027134,0.000147,0.096909,0.000138,0.187985,0.0,0.119672,0.0,0.034205,0.000178,0.040608,0.000142,0.03476,0.000238,0.025951,0.000162,0.057328,0.000265,0.130479,0.00975,10
0.555556,dataset_card_compliance_selection,0.543333,0.015576,0.543201,0.000306,0.55841,0.015414,0.432525,0.00071,0.330498,0.000733,0.068853,0.000216,0.088371,0.000279,0.038126,0.000267,0.147003,0.000127,0.215896,0.0,0.143007,0.0,0.038733,0.000149,0.054892,0.000171,0.039281,0.000135,0.038225,0.000171,0.154194,0.000271,0.295074,0.01653,10
0.555556,oracle_mechanism_labeled_selector,0.747708,0.014268,0.745857,0.000432,0.831816,0.013208,0.74877,0.000572,0.626517,0.000886,0.000124,4.9e-05,0.037674,0.000207,0.022831,0.00012,0.081952,0.000188,0.179313,0.0,0.113087,0.0,0.030831,0.000146,0.034996,0.000136,0.029717,0.000242,0.023208,0.000114,0.039794,0.000193,0.0,0.0,10
0.666667,embedding_diversity_selection,0.505833,0.012953,0.513539,0.000468,0.504353,0.012891,0.388639,0.000543,0.287104,0.000739,0.093984,0.000228,0.110653,0.000155,0.048216,0.000206,0.156524,0.000293,0.20259,0.0,0.140299,0.0,0.047794,0.000162,0.070692,0.000158,0.057218,0.000224,0.04537,0.000156,0.201081,0.000325,0.326607,0.013983,10
0.666667,failure_prediction_selection,0.554792,0.013406,0.553338,0.000323,0.580187,0.013096,0.486425,0.000645,0.419655,0.000792,0.062004,0.000298,0.07633,0.000253,0.040569,0.000276,0.15665,0.000175,0.247859,0.0,0.168658,0.0,0.045562,0.000159,0.063566,0.000162,0.053821,0.000164,0.038662,0.000135,0.139536,0.000314,0.263802,0.01394,10
0.666667,proposed_mechanism_coverage_audit_v4,0.601667,0.015999,0.602161,0.000288,0.657059,0.01602,0.604646,0.000522,0.500445,0.000631,0.034658,0.000395,0.064794,0.000328,0.034426,0.000213,0.122177,0.000174,0.229326,0.0,0.149982,0.0,0.040611,0.000166,0.051519,0.000125,0.045651,0.000119,0.032469,0.000172,0.100466,0.000633,0.198522,0.014617,10
0.666667,mechanism_coverage_gap_audit_v5,0.654583,0.015789,0.654367,0.000499,0.735768,0.015176,0.69303,0.000534,0.572645,0.000732,0.009644,0.000218,0.049628,0.000294,0.027618,0.000265,0.099253,0.000186,0.190652,0.0,0.121576,0.0,0.034648,0.000289,0.041824,0.000296,0.035976,0.0002,0.026766,0.00016,0.060674,0.000329,0.140564,0.01483,10
0.666667,dataset_card_compliance_selection,0.536458,0.010117,0.530248,0.000413,0.54805,0.01014,0.426439,0.000523,0.325656,0.000626,0.073262,0.000311,0.096561,0.000213,0.039531,0.00021,0.149211,0.000152,0.218562,0.0,0.144984,0.0,0.039256,0.000186,0.057582,0.000225,0.04119,0.000222,0.040643,0.000132,0.165449,0.000391,0.287752,0.008386,10
0.666667,oracle_mechanism_labeled_selector,0.731458,0.009614,0.736175,0.000255,0.815325,0.007852,0.743707,0.000464,0.621171,0.000693,0.000159,4.2e-05,0.038758,0.000234,0.023083,0.000186,0.084165,0.000244,0.181979,0.0,0.114926,0.0,0.031209,0.000115,0.035558,0.00019,0.030449,8.8e-05,0.023647,0.000144,0.040769,0.000148,0.0,0.0,10
0.777778,embedding_diversity_selection,0.49125,0.01405,0.49977,0.000496,0.485905,0.014095,0.383536,0.000722,0.282012,0.000626,0.098246,0.000227,0.120974,0.00029,0.050451,0.000182,0.15858,0.000185,0.205256,0.0,0.142452,0.0,0.04931,0.000189,0.074656,0.000198,0.060998,0.00022,0.048176,0.000164,0.214202,0.0004,0.348744,0.009393,10
0.777778,failure_prediction_selection,0.5375,0.018037,0.540814,0.000456,0.560031,0.017869,0.480941,0.000763,0.413485,0.000606,0.065439,0.000344,0.082032,0.000242,0.041955,0.000207,0.158678,0.0002,0.250526,0.0,0.170768,0.0,0.046635,0.000196,0.066518,0.000234,0.056937,0.000138,0.040748,0.000142,0.147941,0.000384,0.28177,0.01535,10
0.777778,proposed_mechanism_coverage_audit_v4,0.595625,0.013467,0.591197,0.00039,0.647958,0.01313,0.599635,0.000798,0.494525,0.000777,0.036635,0.000315,0.069288,0.000229,0.035307,0.000194,0.124531,0.000311,0.231992,0.0,0.152,0.0,0.041558,0.000103,0.053557,0.000116,0.048116,0.000143,0.033768,0.000164,0.106255,0.00043,0.206186,0.013326,10
0.777778,mechanism_coverage_gap_audit_v5,0.65625,0.012564,0.644466,0.000339,0.733548,0.01222,0.687851,0.00053,0.566154,0.000789,0.010812,0.000292,0.052153,0.000344,0.028153,0.000327,0.10134,0.000179,0.193319,0.0,0.12348,0.0,0.03501,0.00018,0.042883,0.000205,0.037104,0.000249,0.027644,8.6e-05,0.064003,0.000512,0.143185,0.008722,10
0.777778,dataset_card_compliance_selection,0.503958,0.013104,0.517599,0.000592,0.512127,0.013042,0.421879,0.000661,0.319559,0.000359,0.077321,0.000137,0.105305,0.000336,0.041103,0.000297,0.151529,0.000223,0.221229,0.0,0.14696,0.0,0.040063,0.000216,0.060689,0.000207,0.043375,0.000111,0.043156,0.000218,0.176852,0.000316,0.324392,0.0155,10
0.777778,oracle_mechanism_labeled_selector,0.73375,0.010273,0.726805,0.000364,0.818229,0.009296,0.738727,0.000806,0.614522,0.000626,0.000252,4.5e-05,0.039426,0.000259,0.023493,0.000244,0.086418,0.000162,0.184646,0.0,0.116764,0.0,0.031283,0.000184,0.036018,0.000209,0.030947,0.000315,0.024052,0.000183,0.041568,0.000239,0.0,0.0,10
0.888889,embedding_diversity_selection,0.501875,0.013993,0.486034,0.000422,0.492467,0.014065,0.378234,0.000624,0.276085,0.000524,0.102896,0.000247,0.131628,0.000371,0.05253,0.000164,0.160577,0.000164,0.207923,0.0,0.144605,0.0,0.050359,0.000214,0.078857,0.000173,0.064692,0.000129,0.051193,9.5e-05,0.227882,0.000429,0.327722,0.014896,10
0.888889,failure_prediction_selection,0.528542,0.012956,0.529089,0.000588,0.547966,0.013004,0.475869,0.000729,0.407874,0.000637,0.068612,0.000347,0.087892,0.000241,0.043589,0.000118,0.161228,0.000144,0.253193,0.0,0.172879,0.0,0.047777,0.000229,0.069699,0.000121,0.059973,0.00014,0.042862,0.000152,0.156326,0.000401,0.279909,0.014205,10
0.888889,proposed_mechanism_coverage_audit_v4,0.572292,0.01496,0.579885,0.000327,0.62239,0.014319,0.593844,0.000734,0.488965,0.000659,0.038872,0.000369,0.073617,0.000316,0.036449,0.000276,0.126744,0.000275,0.234659,0.0,0.154019,0.0,0.042355,0.000231,0.055581,0.000106,0.050532,0.000201,0.035087,0.000169,0.112309,0.00045,0.215163,0.014939,10
0.888889,mechanism_coverage_gap_audit_v5,0.635417,0.007913,0.634758,0.000267,0.711466,0.007809,0.682851,0.000448,0.561747,0.000927,0.011749,0.000293,0.054605,0.000291,0.028786,0.000219,0.103665,0.000296,0.195985,0.0,0.125384,0.0,0.035502,0.000262,0.044041,0.000253,0.038298,0.00024,0.02854,0.000122,0.067096,0.000426,0.150626,0.008137,10
0.888889,dataset_card_compliance_selection,0.495,0.012162,0.504625,0.000515,0.49983,0.012149,0.416317,0.000695,0.31405,0.000201,0.080955,0.000176,0.113687,0.000145,0.04245,0.00021,0.153409,0.000201,0.223896,0.0,0.148937,0.0,0.040775,0.000191,0.063889,0.000214,0.045613,0.000176,0.045515,0.00013,0.187445,0.000194,0.319442,0.015221,10
0.888889,oracle_mechanism_labeled_selector,0.717708,0.010773,0.718107,0.000365,0.800843,0.009724,0.733606,0.00059,0.60964,0.000917,0.000333,4.5e-05,0.040474,0.000328,0.023415,0.00022,0.088634,0.000246,0.187313,0.0,0.118603,0.0,0.031381,0.000203,0.036648,0.000244,0.031355,0.000258,0.02441,0.000123,0.042396,0.000291,0.0,0.0,10
1.0,embedding_diversity_selection,0.474792,0.014294,0.472632,0.000559,0.461691,0.014347,0.373455,0.000586,0.270007,0.000745,0.107711,0.000236,0.141939,0.000286,0.054581,0.000174,0.163191,0.000205,0.21059,0.0,0.146758,0.0,0.051593,0.000218,0.082836,0.000216,0.068175,0.00024,0.054061,0.000155,0.241455,0.000365,0.347898,0.019418,10
1.0,failure_prediction_selection,0.523125,0.015027,0.516651,0.000507,0.539318,0.014884,0.470905,0.000714,0.402658,0.000592,0.072692,0.000254,0.093796,0.000268,0.044887,0.000218,0.163105,0.000145,0.255859,0.0,0.17499,0.0,0.048819,0.000303,0.072906,0.000212,0.063321,0.000397,0.045089,0.000152,0.165483,0.000338,0.281028,0.018292,10
1.0,proposed_mechanism_coverage_audit_v4,0.561458,0.01267,0.569036,0.000444,0.609175,0.012686,0.588856,0.000382,0.483348,0.000655,0.041246,0.000217,0.078025,0.000214,0.037436,0.000273,0.129033,0.000201,0.237326,0.0,0.156038,0.0,0.043066,0.000185,0.057528,0.000247,0.052848,0.000191,0.036634,0.000144,0.118483,0.000302,0.221746,0.012442,10
1.0,mechanism_coverage_gap_audit_v5,0.626875,0.017275,0.624749,0.000513,0.701738,0.016877,0.676958,0.000579,0.555668,0.000546,0.012793,0.00027,0.057172,0.000278,0.029387,0.000227,0.105705,0.000201,0.198652,0.0,0.127288,0.0,0.035842,0.000335,0.045134,0.000164,0.039632,0.00017,0.029216,0.000119,0.070365,0.00033,0.154036,0.016685,10
1.0,dataset_card_compliance_selection,0.49375,0.011819,0.491667,0.000506,0.495093,0.01181,0.41087,0.000531,0.308528,0.000681,0.085399,0.000375,0.122326,0.00026,0.043849,0.000257,0.155906,0.000194,0.226562,0.0,0.150914,0.0,0.041276,0.000133,0.066566,0.000162,0.047548,0.000195,0.048024,0.000137,0.199068,0.000541,0.317195,0.012996,10
1.0,oracle_mechanism_labeled_selector,0.710208,0.01359,0.709038,0.000653,0.793844,0.012431,0.728299,0.000402,0.603279,0.000816,0.0004,9.9e-05,0.041348,0.000256,0.023856,0.000158,0.091176,0.000268,0.189979,0.0,0.120442,0.0,0.031717,0.00022,0.036909,0.000195,0.032071,0.000198,0.024878,8.3e-05,0.043339,0.00025,0.0,0.0,10
