risk_budget,method,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,fixed_risk_covered,fixed_risk_covered_ci95,fixed_risk_success,fixed_risk_success_ci95,fixed_risk_utility,fixed_risk_utility_ci95,groups
0.066,proposed_mechanism_coverage_audit_v4,4,0.591667,0.044218,0.580567,0.004632,0.642379,0.043851,0.595772,0.00187,0.488867,0.002178,0.039583,0.00364,0.073978,0.002863,0.036144,0.001813,0.126863,0.000689,0.234446,0.0,0.153858,0.000614,0.041689,0.002144,0.055176,0.00205,0.050699,0.00141,0.035079,0.00065,0.113138,0.006367,0.188948,0.03835,0.1,0.066155,0.070833,0.048541,0.076447,0.051935,80
0.066,proposed_mechanism_coverage_audit_v4,5,0.583333,0.045757,0.580268,0.005044,0.633672,0.045154,0.595635,0.001993,0.489238,0.002162,0.038358,0.003562,0.073249,0.00289,0.036487,0.001832,0.126338,0.000658,0.234446,0.0,0.153858,0.000614,0.042436,0.00206,0.055086,0.002132,0.050472,0.001386,0.035078,0.000628,0.111538,0.006283,0.225656,0.04849,0.1,0.066155,0.05625,0.038958,0.062704,0.043063,80
0.066,proposed_mechanism_coverage_audit_v4,6,0.560417,0.036404,0.580058,0.005097,0.612587,0.036515,0.59472,0.001845,0.489181,0.002139,0.039184,0.003606,0.07347,0.003072,0.036478,0.001964,0.126866,0.000602,0.234446,0.0,0.153858,0.000614,0.041811,0.002071,0.055271,0.002035,0.050216,0.001343,0.034785,0.000721,0.112525,0.006537,0.221876,0.041573,0.1,0.066155,0.060417,0.040779,0.066792,0.044933,80
0.066,proposed_mechanism_coverage_audit_v4,7,0.604167,0.046986,0.58103,0.004805,0.652645,0.045867,0.596719,0.001974,0.490268,0.002179,0.039235,0.00374,0.073716,0.003148,0.036318,0.00177,0.126089,0.000651,0.234446,0.0,0.153858,0.000614,0.042584,0.002076,0.055373,0.002012,0.050653,0.001324,0.035636,0.000643,0.112681,0.006646,0.177816,0.040566,0.1,0.066155,0.072917,0.049597,0.079405,0.053783,80
0.066,proposed_mechanism_coverage_audit_v4,8,0.5875,0.043087,0.580317,0.004876,0.636932,0.042062,0.594545,0.001679,0.489323,0.002232,0.038929,0.003692,0.073449,0.002954,0.036293,0.001905,0.126864,0.000659,0.234446,0.0,0.153858,0.000614,0.0418,0.002196,0.055762,0.002114,0.050373,0.001442,0.035164,0.000582,0.112163,0.006526,0.202643,0.039374,0.1,0.066155,0.05625,0.039389,0.062745,0.043467,80
0.066,proposed_mechanism_coverage_audit_v4,9,0.552083,0.043717,0.580754,0.004997,0.603018,0.043324,0.593712,0.001866,0.489267,0.00224,0.038647,0.003511,0.07332,0.003066,0.035976,0.001865,0.126287,0.000588,0.234446,0.0,0.153858,0.000614,0.041919,0.002143,0.055239,0.002042,0.050014,0.00142,0.035014,0.000606,0.111626,0.006394,0.246249,0.042649,0.1,0.066155,0.058333,0.040719,0.064795,0.044791,80
0.066,mechanism_coverage_gap_audit_v5,0,0.589583,0.046104,0.635342,0.003704,0.667256,0.044544,0.682824,0.00178,0.564101,0.002156,0.011204,0.001739,0.054458,0.001806,0.028546,0.001024,0.103688,0.000757,0.195772,0.0,0.125232,0.000322,0.035059,0.001272,0.043661,0.00134,0.038181,0.000973,0.02825,0.000498,0.066321,0.00323,0.181755,0.044693,0.45,0.109706,0.25625,0.06899,0.293139,0.077008,80
0.066,mechanism_coverage_gap_audit_v5,1,0.61875,0.049032,0.635259,0.003634,0.693179,0.046617,0.682861,0.001888,0.563449,0.002352,0.011545,0.00175,0.054365,0.00181,0.028767,0.001042,0.103903,0.000595,0.195772,0.0,0.125232,0.000322,0.034909,0.001316,0.043918,0.001316,0.038711,0.000943,0.028482,0.000495,0.066703,0.00316,0.162173,0.039327,0.45,0.109706,0.289583,0.076818,0.323267,0.083666,80
0.066,mechanism_coverage_gap_audit_v5,2,0.691667,0.04505,0.635191,0.003392,0.760859,0.041241,0.682563,0.001809,0.561876,0.002046,0.011497,0.001783,0.054296,0.001833,0.028795,0.001079,0.103403,0.000654,0.195772,0.0,0.125232,0.000322,0.035294,0.001205,0.044125,0.001319,0.038141,0.000852,0.028384,0.000469,0.066617,0.003326,0.107324,0.032816,0.5,0.110259,0.345833,0.082341,0.381343,0.088698,80
0.066,mechanism_coverage_gap_audit_v5,3,0.645833,0.043243,0.636204,0.003764,0.720754,0.041203,0.682353,0.002197,0.561299,0.002135,0.012266,0.001831,0.054386,0.001948,0.028887,0.001145,0.103605,0.000675,0.195772,0.0,0.125232,0.000322,0.035358,0.00134,0.04416,0.001309,0.037782,0.00097,0.028207,0.000533,0.067499,0.003517,0.155088,0.037715,0.3625,0.106008,0.2625,0.080684,0.288744,0.087465,80
0.066,mechanism_coverage_gap_audit_v5,4,0.608333,0.043136,0.635777,0.003795,0.686761,0.042022,0.682202,0.001853,0.562932,0.002235,0.011827,0.00179,0.054193,0.001871,0.028777,0.001004,0.103245,0.000616,0.195772,0.0,0.125232,0.000322,0.035473,0.001277,0.044356,0.001218,0.037798,0.000941,0.028751,0.000469,0.066861,0.003309,0.156859,0.037251,0.45,0.109706,0.283333,0.074283,0.320033,0.082473,80
0.066,mechanism_coverage_gap_audit_v5,5,0.629167,0.041081,0.634812,0.003842,0.705038,0.039101,0.682756,0.001796,0.561242,0.002317,0.012566,0.00174,0.055207,0.001679,0.028734,0.001143,0.103517,0.000614,0.195772,0.0,0.125232,0.000322,0.035286,0.001285,0.044128,0.001173,0.037818,0.000979,0.028598,0.000512,0.068338,0.003186,0.150928,0.037797,0.4125,0.108557,0.28125,0.078309,0.312572,0.08563,80
0.066,mechanism_coverage_gap_audit_v5,6,0.633333,0.045163,0.63577,0.003969,0.709658,0.043406,0.682467,0.001994,0.561652,0.001911,0.011655,0.001743,0.054356,0.001746,0.02904,0.00106,0.102967,0.000655,0.195772,0.0,0.125232,0.000322,0.035348,0.001154,0.043546,0.001135,0.038518,0.000952,0.028675,0.000484,0.066942,0.003196,0.165133,0.041414,0.4625,0.109948,0.295833,0.076649,0.332492,0.084317,80
0.066,mechanism_coverage_gap_audit_v5,7,0.645833,0.041245,0.634936,0.003708,0.722356,0.039346,0.683377,0.002048,0.56228,0.002002,0.011766,0.001829,0.05461,0.001747,0.028962,0.001117,0.103336,0.00061,0.195772,0.0,0.125232,0.000322,0.034864,0.001317,0.043881,0.001345,0.038797,0.000984,0.028351,0.000532,0.067204,0.003312,0.131717,0.039549,0.4625,0.109948,0.295833,0.076428,0.333666,0.084573,80
0.066,mechanism_coverage_gap_audit_v5,8,0.647917,0.045011,0.633772,0.003797,0.723284,0.042987,0.682993,0.002168,0.562402,0.002058,0.011885,0.001711,0.054882,0.001928,0.02874,0.00115,0.103336,0.000614,0.195772,0.0,0.125232,0.000322,0.035544,0.001164,0.043825,0.001277,0.03784,0.000856,0.028813,0.000496,0.067417,0.003417,0.145942,0.041313,0.375,0.106757,0.247917,0.075767,0.277452,0.083306,80
0.066,mechanism_coverage_gap_audit_v5,9,0.616667,0.043253,0.635722,0.003818,0.693772,0.041628,0.681116,0.002212,0.561101,0.001965,0.011547,0.00179,0.05492,0.001909,0.028695,0.001156,0.103432,0.000656,0.195772,0.0,0.125232,0.000322,0.03597,0.001216,0.043976,0.001282,0.03812,0.000917,0.027852,0.000472,0.067084,0.003393,0.168233,0.040439,0.4125,0.108557,0.247917,0.07117,0.281417,0.079115,80
0.066,oracle_mechanism_labeled_selector,0,0.73125,0.039624,0.718668,0.002793,0.811384,0.034543,0.732931,0.001494,0.610626,0.002118,0.00022,0.000188,0.041071,0.001122,0.023684,0.00073,0.089432,0.000616,0.187099,0.0,0.118456,0.000155,0.031318,0.000878,0.036751,0.000764,0.031052,0.000748,0.024281,0.000428,0.042865,0.001106,0.0,0.0,1.0,0.0,0.73125,0.039624,0.811384,0.034543,80
0.066,oracle_mechanism_labeled_selector,1,0.716667,0.036936,0.719404,0.003199,0.801768,0.032824,0.733742,0.001963,0.609928,0.002358,0.000448,0.000391,0.040506,0.001016,0.023351,0.000821,0.088844,0.000696,0.187099,0.0,0.118456,0.000155,0.032195,0.000908,0.036623,0.000781,0.031628,0.00075,0.024392,0.00049,0.042503,0.001183,0.0,0.0,1.0,0.0,0.716667,0.036936,0.801768,0.032824,80
0.066,oracle_mechanism_labeled_selector,2,0.714583,0.038632,0.719244,0.002972,0.803465,0.036005,0.733996,0.001641,0.610198,0.002215,7.5e-05,8.2e-05,0.041221,0.001176,0.023234,0.000728,0.088829,0.000676,0.187099,0.0,0.118456,0.000155,0.031402,0.000798,0.03656,0.000878,0.031776,0.000706,0.024125,0.000526,0.042608,0.001066,0.0,0.0,1.0,0.0,0.714583,0.038632,0.803465,0.036005,80
0.066,oracle_mechanism_labeled_selector,3,0.735417,0.042582,0.719435,0.002881,0.815769,0.037948,0.734577,0.001924,0.609124,0.002672,0.000429,0.000293,0.040738,0.001145,0.023121,0.000924,0.088846,0.000596,0.187099,0.0,0.118456,0.000155,0.032091,0.000789,0.03663,0.00087,0.031346,0.000627,0.024512,0.000418,0.042544,0.001308,0.0,0.0,1.0,0.0,0.735417,0.042582,0.815769,0.037948,80
0.066,oracle_mechanism_labeled_selector,4,0.708333,0.044065,0.718754,0.003002,0.78959,0.039492,0.731101,0.001915,0.609164,0.002203,0.000121,0.000101,0.039956,0.000951,0.023471,0.000692,0.088689,0.000668,0.187099,0.0,0.118456,0.000155,0.031518,0.000772,0.037125,0.000655,0.031314,0.000716,0.024657,0.000519,0.041823,0.000876,0.0,0.0,1.0,0.0,0.708333,0.044065,0.78959,0.039492,80
0.066,oracle_mechanism_labeled_selector,5,0.729167,0.037828,0.719452,0.002945,0.813125,0.033668,0.733167,0.002059,0.610266,0.001998,0.000302,0.000233,0.040615,0.001124,0.023901,0.000778,0.088462,0.000657,0.187099,0.0,0.118456,0.000155,0.03158,0.000755,0.036029,0.000837,0.031696,0.000771,0.024493,0.000493,0.042714,0.001155,0.0,0.0,1.0,0.0,0.729167,0.037828,0.813125,0.033668,80
0.066,oracle_mechanism_labeled_selector,6,0.722917,0.044235,0.71787,0.003089,0.804391,0.039975,0.73334,0.002037,0.609274,0.002164,0.000276,0.000227,0.040543,0.001124,0.022921,0.000761,0.088211,0.000701,0.187099,0.0,0.118456,0.000155,0.031127,0.000824,0.036329,0.0008,0.031935,0.000669,0.024419,0.000414,0.042144,0.001021,0.0,0.0,1.0,0.0,0.722917,0.044235,0.804391,0.039975,80
0.066,oracle_mechanism_labeled_selector,7,0.714583,0.039921,0.718298,0.003124,0.797317,0.035332,0.733036,0.001874,0.609577,0.002026,0.000138,0.000192,0.039997,0.001178,0.023694,0.000711,0.088631,0.000635,0.187099,0.0,0.118456,0.000155,0.031115,0.000832,0.035865,0.000865,0.031419,0.000685,0.024568,0.000485,0.041984,0.001074,0.0,0.0,1.0,0.0,0.714583,0.039921,0.797317,0.035332,80
0.066,oracle_mechanism_labeled_selector,8,0.720833,0.038885,0.718496,0.002678,0.802608,0.033798,0.734945,0.001734,0.610716,0.001858,0.000201,0.000196,0.040507,0.001068,0.022789,0.00081,0.088738,0.000681,0.187099,0.0,0.118456,0.000155,0.031449,0.000936,0.037056,0.000803,0.031318,0.000724,0.024558,0.000471,0.041975,0.001105,0.0,0.0,1.0,0.0,0.720833,0.038885,0.802608,0.033798,80
0.066,oracle_mechanism_labeled_selector,9,0.739583,0.040613,0.717937,0.003174,0.823393,0.037018,0.731537,0.002103,0.61127,0.001922,0.000234,0.000261,0.040596,0.001069,0.023915,0.000715,0.088574,0.000657,0.187099,0.0,0.118456,0.000155,0.030812,0.000911,0.036513,0.000803,0.031566,0.000772,0.024531,0.000541,0.042639,0.000967,0.0,0.0,1.0,0.0,0.739583,0.040613,0.823393,0.037018,80
0.07,trajectory_count_selection,0,0.420833,0.04648,0.396618,0.011296,0.370082,0.046397,0.18427,0.001949,0.127975,0.00212,0.152508,0.010717,0.166001,0.009282,0.064886,0.004617,0.216947,0.000579,0.102598,0.0,0.090275,0.001239,0.057233,0.004235,0.100333,0.004992,0.075477,0.002557,0.064921,0.001321,0.309451,0.019424,0.446822,0.049336,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,1,0.422917,0.0486,0.397786,0.011313,0.373217,0.048395,0.184386,0.001667,0.125184,0.002296,0.151387,0.010837,0.165477,0.009274,0.063321,0.004445,0.216837,0.000603,0.102598,0.0,0.090275,0.001239,0.056702,0.004147,0.0994,0.004703,0.075768,0.002489,0.064648,0.001204,0.307154,0.019435,0.432099,0.056185,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,2,0.385417,0.042937,0.397466,0.011416,0.336494,0.042788,0.18334,0.001686,0.129101,0.002589,0.151796,0.010706,0.165236,0.009201,0.063281,0.004664,0.21719,0.00068,0.102598,0.0,0.090275,0.001239,0.056862,0.004077,0.100302,0.004782,0.076026,0.002618,0.064997,0.001275,0.307364,0.019319,0.473717,0.050751,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,3,0.452083,0.046921,0.397518,0.011372,0.400793,0.047722,0.185114,0.002012,0.127569,0.001924,0.15219,0.010538,0.165146,0.00921,0.064364,0.004598,0.217287,0.000627,0.102598,0.0,0.090275,0.001239,0.056998,0.004249,0.099939,0.004916,0.075713,0.002467,0.064726,0.001257,0.308231,0.019093,0.423174,0.057978,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,4,0.397917,0.048443,0.397402,0.011521,0.350708,0.047738,0.184292,0.001906,0.127564,0.002396,0.151901,0.010728,0.165737,0.009388,0.06354,0.00462,0.21691,0.000759,0.102598,0.0,0.090275,0.001239,0.056493,0.004134,0.099829,0.005057,0.075813,0.002561,0.064325,0.001374,0.307974,0.019495,0.445984,0.047479,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,5,0.43125,0.043755,0.396959,0.011364,0.381072,0.043807,0.183934,0.001831,0.127676,0.002117,0.152283,0.010911,0.166085,0.009447,0.063562,0.004601,0.216561,0.000745,0.102598,0.0,0.090275,0.001239,0.056887,0.004212,0.099492,0.004826,0.076175,0.002469,0.064533,0.001263,0.308628,0.019667,0.435435,0.052421,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,6,0.429167,0.048541,0.398492,0.011387,0.379951,0.048979,0.184603,0.0021,0.127927,0.002354,0.152147,0.010814,0.165004,0.009352,0.064394,0.004594,0.216987,0.000669,0.102598,0.0,0.090275,0.001239,0.056977,0.004102,0.099893,0.005003,0.076044,0.002529,0.064857,0.001236,0.308097,0.019501,0.440049,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,7,0.397917,0.040048,0.396981,0.01124,0.348117,0.040103,0.184621,0.001684,0.127826,0.002133,0.152617,0.010863,0.165982,0.009368,0.063198,0.004463,0.217347,0.000687,0.102598,0.0,0.090275,0.001239,0.057282,0.004122,0.099855,0.004884,0.075636,0.002515,0.065008,0.00126,0.308702,0.019452,0.452379,0.048749,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,8,0.38125,0.046559,0.397131,0.011129,0.333959,0.046394,0.18164,0.002073,0.127176,0.002393,0.151667,0.010915,0.165817,0.009426,0.063642,0.004586,0.216045,0.000598,0.102598,0.0,0.090275,0.001239,0.056576,0.004182,0.099862,0.004894,0.075567,0.00268,0.064573,0.001264,0.30785,0.019646,0.471785,0.05797,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,trajectory_count_selection,9,0.377083,0.040571,0.396965,0.011849,0.327811,0.04108,0.184887,0.001904,0.129011,0.00236,0.151743,0.010837,0.165554,0.00932,0.063574,0.004635,0.216713,0.000637,0.102598,0.0,0.090275,0.001239,0.056916,0.004043,0.098925,0.004934,0.07567,0.002731,0.064501,0.00128,0.307695,0.019519,0.50248,0.049496,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,0,0.422917,0.04719,0.423006,0.010681,0.383935,0.046279,0.231613,0.002154,0.162408,0.002245,0.139748,0.009869,0.155855,0.008757,0.061403,0.004377,0.205959,0.000677,0.133786,0.0,0.109286,0.00119,0.055116,0.004001,0.095432,0.004827,0.074244,0.002632,0.061588,0.001191,0.287341,0.018051,0.43837,0.051796,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,1,0.402083,0.045272,0.422836,0.010817,0.362043,0.045719,0.231216,0.002076,0.164268,0.002332,0.139373,0.010079,0.156205,0.008684,0.061398,0.004145,0.206175,0.000637,0.133786,0.0,0.109286,0.00119,0.055324,0.003849,0.095411,0.004687,0.073858,0.002556,0.061551,0.001212,0.287226,0.018121,0.444666,0.053278,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,2,0.454167,0.043864,0.423782,0.010865,0.413017,0.044953,0.231164,0.001853,0.165514,0.002254,0.139806,0.010136,0.155821,0.008685,0.060987,0.004332,0.206484,0.000722,0.133786,0.0,0.109286,0.00119,0.055428,0.003868,0.095279,0.004699,0.07406,0.00268,0.061878,0.001267,0.287165,0.018259,0.400449,0.050703,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,3,0.395833,0.045895,0.4238,0.010881,0.35547,0.045478,0.231366,0.001907,0.164188,0.002112,0.140301,0.010032,0.155425,0.008566,0.060667,0.004413,0.205857,0.00069,0.133786,0.0,0.109286,0.00119,0.055523,0.004087,0.094645,0.004731,0.07394,0.002373,0.061643,0.00117,0.287203,0.018062,0.466798,0.056561,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,4,0.39375,0.041599,0.423065,0.010987,0.353074,0.041381,0.230843,0.001763,0.163881,0.002303,0.140856,0.010007,0.155939,0.008623,0.061484,0.00431,0.206407,0.000633,0.133786,0.0,0.109286,0.00119,0.055921,0.003921,0.095982,0.004556,0.074066,0.002501,0.061675,0.001221,0.288552,0.018075,0.445771,0.054033,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,5,0.408333,0.04105,0.423788,0.010621,0.366563,0.041544,0.232522,0.002012,0.165134,0.002196,0.14155,0.010119,0.156856,0.008754,0.060955,0.004324,0.205919,0.00069,0.133786,0.0,0.109286,0.00119,0.055611,0.004043,0.095475,0.004654,0.073376,0.002584,0.061545,0.001181,0.28967,0.018241,0.455404,0.049833,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,6,0.402083,0.041781,0.422835,0.010857,0.360593,0.042379,0.230261,0.002064,0.163802,0.001928,0.140494,0.010062,0.156927,0.008706,0.06033,0.00447,0.206147,0.00057,0.133786,0.0,0.109286,0.00119,0.055713,0.004003,0.095779,0.004559,0.073736,0.002454,0.061638,0.00118,0.288355,0.018238,0.456322,0.052398,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,7,0.41875,0.041088,0.423187,0.010529,0.376692,0.041246,0.229775,0.002096,0.163886,0.002231,0.140563,0.010105,0.155839,0.008753,0.06151,0.00437,0.205876,0.000711,0.133786,0.0,0.109286,0.00119,0.055703,0.003978,0.095923,0.004666,0.07402,0.002431,0.061622,0.001181,0.288197,0.018238,0.424697,0.04934,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,8,0.41875,0.043094,0.424104,0.01065,0.376573,0.043869,0.230862,0.001973,0.164586,0.002157,0.139693,0.010052,0.155338,0.008566,0.061275,0.004346,0.206459,0.000609,0.133786,0.0,0.109286,0.00119,0.056041,0.003885,0.09569,0.0046,0.073861,0.002558,0.061563,0.00115,0.286834,0.018085,0.432244,0.052421,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,task_count_selection,9,0.425,0.040636,0.422794,0.010616,0.384538,0.040306,0.232652,0.00226,0.164435,0.002219,0.140056,0.010037,0.156419,0.008734,0.0613,0.004479,0.205928,0.000607,0.133786,0.0,0.109286,0.00119,0.055076,0.003939,0.095641,0.004617,0.073502,0.002551,0.061283,0.001214,0.288021,0.018204,0.448994,0.05346,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,0,0.433333,0.045609,0.448818,0.010021,0.402439,0.045957,0.28141,0.002236,0.191056,0.002079,0.127814,0.008936,0.150766,0.008121,0.055037,0.003641,0.199351,0.000667,0.153538,0.0,0.116536,0.001151,0.054958,0.003847,0.080123,0.002999,0.071865,0.002515,0.057563,0.001067,0.268407,0.016335,0.413529,0.053459,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,1,0.439583,0.041599,0.447974,0.009748,0.408012,0.042266,0.277292,0.001976,0.189771,0.002071,0.128061,0.009187,0.149885,0.008265,0.05485,0.003809,0.198908,0.00067,0.153538,0.0,0.116536,0.001151,0.054528,0.003788,0.080808,0.003155,0.071959,0.002397,0.057512,0.001016,0.2679,0.016774,0.396092,0.048163,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,2,0.46875,0.043133,0.447324,0.009776,0.438751,0.042849,0.280311,0.001985,0.189426,0.00215,0.127534,0.009029,0.14907,0.008199,0.055638,0.003751,0.199429,0.000653,0.153538,0.0,0.116536,0.001151,0.05441,0.003852,0.080787,0.003043,0.072719,0.002405,0.057817,0.001053,0.267155,0.016513,0.376938,0.049025,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,3,0.45625,0.045291,0.449313,0.009689,0.424022,0.046157,0.277051,0.00196,0.18928,0.002208,0.127905,0.008892,0.149882,0.008164,0.055779,0.003758,0.199055,0.000582,0.153538,0.0,0.116536,0.001151,0.054627,0.00376,0.080654,0.003016,0.072015,0.002349,0.057859,0.001047,0.268207,0.016414,0.408447,0.05148,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,4,0.4125,0.051642,0.448271,0.009758,0.383507,0.051485,0.278714,0.001808,0.188931,0.002458,0.127116,0.009041,0.149127,0.008081,0.054715,0.003605,0.199237,0.000742,0.153538,0.0,0.116536,0.001151,0.054805,0.003926,0.080543,0.003007,0.071819,0.002477,0.057335,0.001058,0.266319,0.016333,0.418722,0.055379,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,5,0.452083,0.039496,0.448822,0.009692,0.421409,0.039517,0.278781,0.00188,0.188056,0.001982,0.127683,0.009087,0.14912,0.00832,0.055062,0.003747,0.199316,0.000617,0.153538,0.0,0.116536,0.001151,0.055158,0.003861,0.080795,0.003085,0.072446,0.002353,0.05761,0.001098,0.267054,0.016649,0.401393,0.048562,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,6,0.441667,0.048654,0.448915,0.010135,0.411486,0.049113,0.278584,0.001751,0.190649,0.002176,0.127061,0.009094,0.149486,0.008423,0.05514,0.00362,0.199082,0.000685,0.153538,0.0,0.116536,0.001151,0.05499,0.003872,0.080876,0.003184,0.072623,0.002413,0.057378,0.001085,0.266746,0.016721,0.402411,0.058123,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,7,0.439583,0.043192,0.448355,0.010201,0.409357,0.043178,0.278693,0.002174,0.190761,0.002136,0.127648,0.008993,0.149458,0.00819,0.055536,0.00374,0.199954,0.000725,0.153538,0.0,0.116536,0.001151,0.054308,0.003878,0.080621,0.003111,0.072606,0.002445,0.057177,0.001158,0.26751,0.016456,0.391915,0.049282,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,8,0.4375,0.045153,0.449082,0.010188,0.406835,0.045352,0.277654,0.001683,0.192717,0.00221,0.127068,0.00909,0.149668,0.00818,0.055439,0.003729,0.199189,0.000637,0.153538,0.0,0.116536,0.001151,0.05466,0.003852,0.080657,0.003031,0.07162,0.002323,0.057556,0.001071,0.267039,0.016588,0.401079,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,embodiment_count_selection,9,0.420833,0.051968,0.44801,0.009885,0.392092,0.051482,0.279474,0.002015,0.192001,0.001924,0.127942,0.008973,0.150503,0.008353,0.055058,0.003839,0.199441,0.000697,0.153538,0.0,0.116536,0.001151,0.055092,0.00381,0.080541,0.003192,0.072087,0.002392,0.057232,0.001071,0.268348,0.016566,0.451812,0.057928,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,0,0.410417,0.041477,0.454754,0.009399,0.38868,0.04167,0.31545,0.001911,0.233487,0.002023,0.117093,0.008412,0.140837,0.007557,0.055691,0.003649,0.176461,0.000612,0.173694,0.0,0.133743,0.001005,0.052108,0.003208,0.08465,0.003824,0.066313,0.002124,0.05505,0.001017,0.250566,0.015448,0.427542,0.046301,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,1,0.439583,0.045847,0.452894,0.009274,0.418207,0.046395,0.313634,0.002097,0.231053,0.002381,0.118075,0.008577,0.13952,0.007607,0.055346,0.00382,0.1763,0.00063,0.173694,0.0,0.133743,0.001005,0.051088,0.003447,0.084679,0.003823,0.066116,0.002022,0.055162,0.000999,0.250389,0.01573,0.399618,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,2,0.495833,0.044247,0.452685,0.009363,0.473593,0.044383,0.314543,0.002053,0.231356,0.002195,0.116409,0.008471,0.140119,0.007578,0.054715,0.003781,0.176599,0.000672,0.173694,0.0,0.133743,0.001005,0.051836,0.003473,0.084108,0.003859,0.065767,0.002089,0.054624,0.001075,0.248856,0.015528,0.347141,0.049304,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,3,0.39375,0.039942,0.453949,0.009204,0.372221,0.039844,0.314572,0.001929,0.233068,0.001929,0.116834,0.008402,0.140092,0.007535,0.055487,0.00378,0.176786,0.000593,0.173694,0.0,0.133743,0.001005,0.051603,0.003387,0.08344,0.00376,0.066468,0.002171,0.054928,0.001028,0.249646,0.015455,0.445961,0.047417,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,4,0.44375,0.038958,0.453943,0.009365,0.421871,0.039542,0.315161,0.001772,0.23293,0.002248,0.116257,0.00852,0.140183,0.00748,0.055295,0.003664,0.176374,0.000629,0.173694,0.0,0.133743,0.001005,0.050985,0.003398,0.084645,0.003973,0.065657,0.002135,0.054616,0.000972,0.249041,0.01546,0.381021,0.049943,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,5,0.495833,0.050318,0.454001,0.009622,0.474102,0.05042,0.313361,0.001848,0.233825,0.002254,0.117012,0.008307,0.140117,0.007798,0.054895,0.003708,0.175966,0.000678,0.173694,0.0,0.133743,0.001005,0.051665,0.003426,0.084113,0.003891,0.066233,0.002054,0.055138,0.000953,0.249547,0.015527,0.350351,0.05221,0.0,0.0,0.0,0.0,0.0,0.0,80
0.07,random_balanced_selection,6,0.452083,0.043562,0.453481,0.0094,0.429921,0.043846,0.314187,0.001739,0.232103,0.002245,0.116738,0.008428,0.139833,0.007753,0.055009,0.00383,0.175689,0.000635,0.173694,0.0,0.133743,0.001005,0.051441,0.003431,0.084433,0.003863,0.065906,0.002031,0.054688,0.001022,0.249118,0.015664,0.390635,0.051057,0.0,0.0,0.0,0.0,0.0,0.0,80
