method,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
trajectory_count_selection,single_arm_tabletop,nominal_coverage,seen_task_shift,5,84,0.5595,0.5548,0.2155,0.0603,0.0661,0.2204,0.1057,0.2537
trajectory_count_selection,single_arm_tabletop,nominal_coverage,seen_task_shift,6,84,0.5119,0.5675,0.2244,0.0498,0.0669,0.2145,0.1057,0.2455
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,0,84,0.5238,0.5454,0.2307,0.0564,0.0572,0.2171,0.1108,0.2502
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,1,84,0.5833,0.5246,0.2201,0.0558,0.0538,0.2226,0.1108,0.2485
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,2,84,0.4167,0.5419,0.2057,0.0541,0.0589,0.2281,0.1108,0.2375
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,3,84,0.5,0.5315,0.2078,0.0549,0.0667,0.2236,0.1108,0.2433
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,4,84,0.4167,0.5435,0.2061,0.0563,0.0606,0.2229,0.1108,0.2331
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,5,84,0.5119,0.5237,0.2113,0.0578,0.0588,0.2183,0.1108,0.2371
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_object_shift,6,84,0.4881,0.5333,0.1967,0.057,0.0637,0.2267,0.1108,0.233
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,0,84,0.3929,0.5129,0.1842,0.0628,0.0615,0.2265,0.1146,0.2357
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,1,84,0.4881,0.5269,0.1732,0.0546,0.0602,0.2311,0.1146,0.2363
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,2,84,0.5238,0.5166,0.1822,0.0623,0.0573,0.2276,0.1146,0.235
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,3,84,0.5833,0.5223,0.1891,0.0659,0.0637,0.2294,0.1146,0.2327
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,4,84,0.5476,0.531,0.1828,0.0616,0.0586,0.2299,0.1146,0.2342
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,5,84,0.5119,0.5148,0.1773,0.0593,0.0616,0.2238,0.1146,0.2312
trajectory_count_selection,single_arm_tabletop,nominal_coverage,unseen_mechanism_shift,6,84,0.5119,0.5239,0.1861,0.061,0.0639,0.23,0.1146,0.2375
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,0,84,0.5,0.494,0.1862,0.0645,0.072,0.2327,0.1217,0.2435
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,1,84,0.5,0.492,0.1757,0.0684,0.0678,0.2345,0.1217,0.2248
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,2,84,0.381,0.509,0.184,0.0596,0.0591,0.2284,0.1217,0.2359
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,3,84,0.4643,0.5073,0.1834,0.0648,0.0654,0.2368,0.1217,0.2241
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,4,84,0.5357,0.503,0.1967,0.0593,0.0589,0.2342,0.1217,0.2261
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,5,84,0.4881,0.5051,0.1729,0.0647,0.0687,0.2272,0.1217,0.2153
trajectory_count_selection,single_arm_tabletop,nominal_coverage,combined_stress,6,84,0.5119,0.497,0.1979,0.068,0.0721,0.2332,0.1217,0.2167
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,0,84,0.5476,0.5408,0.2369,0.0954,0.1174,0.2129,0.0973,0.2601
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,1,84,0.5714,0.5477,0.2643,0.0827,0.1167,0.2106,0.0973,0.2719
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,2,84,0.4881,0.5339,0.2399,0.092,0.1272,0.2081,0.0973,0.2619
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,3,84,0.4762,0.5487,0.2314,0.0999,0.1201,0.2128,0.0973,0.262
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,4,84,0.6071,0.5422,0.2351,0.105,0.1328,0.2148,0.0973,0.2611
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,5,84,0.5833,0.5582,0.2205,0.0975,0.1253,0.2166,0.0973,0.2611
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,nominal,6,84,0.5476,0.55,0.2218,0.0973,0.1286,0.2131,0.0973,0.2501
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,0,84,0.5119,0.51,0.1986,0.1089,0.1452,0.2228,0.1057,0.2387
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,1,84,0.5714,0.5187,0.2443,0.1104,0.1323,0.2143,0.1057,0.2547
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,2,84,0.5595,0.5187,0.2105,0.1058,0.1308,0.2206,0.1057,0.2494
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,3,84,0.5357,0.5039,0.2356,0.1053,0.1377,0.2167,0.1057,0.2404
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,4,84,0.4643,0.5207,0.2199,0.1154,0.1381,0.2191,0.1057,0.2469
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,5,84,0.4881,0.5013,0.2342,0.1081,0.1439,0.224,0.1057,0.257
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,seen_task_shift,6,84,0.5595,0.5183,0.2278,0.1082,0.1334,0.2155,0.1057,0.2548
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,0,84,0.5595,0.4939,0.2156,0.1227,0.1545,0.2248,0.1108,0.2405
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,1,84,0.4405,0.4851,0.2202,0.1215,0.1472,0.2191,0.1108,0.2415
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,2,84,0.5119,0.4998,0.2234,0.1204,0.1453,0.225,0.1108,0.2449
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,3,84,0.4286,0.4945,0.1973,0.1196,0.1526,0.2239,0.1108,0.2397
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,4,84,0.4881,0.4875,0.2324,0.1173,0.1433,0.223,0.1108,0.2443
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,5,84,0.4405,0.4899,0.2138,0.1259,0.1538,0.2202,0.1108,0.2354
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_object_shift,6,84,0.3929,0.4951,0.2255,0.126,0.1488,0.2255,0.1108,0.2434
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,0,84,0.5714,0.4704,0.19,0.144,0.1608,0.2185,0.1146,0.2385
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,1,84,0.4524,0.4552,0.1869,0.1358,0.1544,0.2206,0.1146,0.2588
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,2,84,0.4881,0.4576,0.1855,0.1378,0.1615,0.2335,0.1146,0.2296
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,3,84,0.4762,0.4702,0.1823,0.142,0.1513,0.2265,0.1146,0.2401
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,4,84,0.4286,0.4607,0.1777,0.1387,0.1562,0.2235,0.1146,0.2345
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,5,84,0.5714,0.4555,0.1955,0.1425,0.1498,0.2207,0.1146,0.2362
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,unseen_mechanism_shift,6,84,0.4167,0.4607,0.1798,0.1284,0.1453,0.2241,0.1146,0.2426
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,0,84,0.4167,0.4518,0.1913,0.1491,0.1691,0.2341,0.1217,0.2427
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,1,84,0.4643,0.4459,0.1844,0.1386,0.1794,0.2287,0.1217,0.2267
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,2,84,0.381,0.4348,0.2069,0.1474,0.1705,0.2305,0.1217,0.2279
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,3,84,0.4048,0.4315,0.1775,0.1484,0.1805,0.2308,0.1217,0.216
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,4,84,0.4286,0.4389,0.1853,0.1511,0.1789,0.2311,0.1217,0.2289
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,5,84,0.4881,0.4414,0.1952,0.1404,0.166,0.2308,0.1217,0.2249
trajectory_count_selection,single_arm_tabletop,contact_transition_gap,combined_stress,6,84,0.3095,0.4412,0.1854,0.1474,0.1793,0.2389,0.1217,0.2263
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,0,84,0.5833,0.5433,0.2235,0.0931,0.1189,0.2154,0.0973,0.2731
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,1,84,0.5595,0.5485,0.2272,0.0935,0.1213,0.2108,0.0973,0.2505
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,2,84,0.4881,0.5386,0.2168,0.0908,0.1239,0.2136,0.0973,0.2544
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,3,84,0.4881,0.5552,0.211,0.1003,0.1215,0.215,0.0973,0.2575
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,4,84,0.4881,0.5534,0.2397,0.0909,0.1279,0.2134,0.0973,0.2592
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,5,84,0.631,0.55,0.2332,0.0948,0.1231,0.2123,0.0973,0.268
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,nominal,6,84,0.5476,0.5485,0.2355,0.0852,0.1186,0.2085,0.0973,0.2507
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,0,84,0.5238,0.5162,0.2262,0.0962,0.1444,0.2169,0.1057,0.2382
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,1,84,0.5952,0.5177,0.232,0.0987,0.1381,0.2225,0.1057,0.2568
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,2,84,0.5,0.5084,0.2339,0.1012,0.1413,0.2177,0.1057,0.2408
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,3,84,0.4286,0.5115,0.2144,0.1039,0.1405,0.2134,0.1057,0.2421
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,4,84,0.5,0.5179,0.2135,0.0958,0.14,0.219,0.1057,0.2467
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,5,84,0.4762,0.5155,0.2109,0.0976,0.1467,0.2182,0.1057,0.223
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,seen_task_shift,6,84,0.5357,0.5091,0.223,0.1066,0.1385,0.2219,0.1057,0.2392
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,0,84,0.5476,0.4899,0.2088,0.1107,0.1595,0.2257,0.1108,0.2461
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,1,84,0.4881,0.4847,0.209,0.1166,0.1565,0.224,0.1108,0.2454
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,2,84,0.4643,0.4874,0.1996,0.1075,0.152,0.2239,0.1108,0.2338
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,3,84,0.5238,0.484,0.2183,0.1126,0.159,0.2253,0.1108,0.2457
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,4,84,0.5714,0.5013,0.221,0.112,0.1496,0.2289,0.1108,0.2384
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,5,84,0.4286,0.4931,0.2056,0.1102,0.1548,0.2219,0.1108,0.2447
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_object_shift,6,84,0.5357,0.4948,0.2292,0.1098,0.15,0.217,0.1108,0.2479
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,0,84,0.4881,0.4525,0.1837,0.1267,0.1595,0.2214,0.1146,0.2233
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,1,84,0.4167,0.4636,0.2023,0.1372,0.1638,0.2239,0.1146,0.2349
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,2,84,0.4881,0.463,0.1727,0.129,0.1566,0.2283,0.1146,0.2306
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,3,84,0.4762,0.4611,0.2092,0.1347,0.1497,0.228,0.1146,0.2356
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,4,84,0.5,0.4627,0.185,0.1326,0.1573,0.2254,0.1146,0.2315
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,5,84,0.4881,0.4585,0.1653,0.1399,0.1683,0.2264,0.1146,0.2286
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,unseen_mechanism_shift,6,84,0.5238,0.4595,0.1727,0.1244,0.1616,0.2251,0.1146,0.2443
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,0,84,0.4524,0.45,0.1982,0.126,0.1844,0.2337,0.1217,0.2272
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,1,84,0.4762,0.4439,0.1726,0.1305,0.1767,0.2358,0.1217,0.2185
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,2,84,0.4286,0.4422,0.1866,0.1309,0.1814,0.2344,0.1217,0.22
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,3,84,0.4405,0.4373,0.2042,0.1285,0.1753,0.2315,0.1217,0.2272
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,4,84,0.4881,0.4414,0.1927,0.1298,0.1832,0.2285,0.1217,0.2296
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,5,84,0.5238,0.4414,0.1777,0.1308,0.1789,0.2377,0.1217,0.218
trajectory_count_selection,single_arm_tabletop,force_tactile_gap,combined_stress,6,84,0.5,0.4286,0.1817,0.1365,0.18,0.2353,0.1217,0.2241
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,0,84,0.5,0.5318,0.23,0.0953,0.1276,0.2187,0.0973,0.2623
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,1,84,0.5,0.5266,0.2339,0.0928,0.1249,0.2136,0.0973,0.2598
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,2,84,0.4524,0.5353,0.2129,0.0989,0.1285,0.2038,0.0973,0.2568
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,3,84,0.631,0.5462,0.2117,0.0832,0.1226,0.2078,0.0973,0.2581
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,4,84,0.5357,0.5547,0.2404,0.095,0.1261,0.2159,0.0973,0.2654
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,5,84,0.5476,0.5463,0.2305,0.1057,0.1298,0.2101,0.0973,0.2661
trajectory_count_selection,single_arm_tabletop,recovery_gap,nominal,6,84,0.5476,0.5384,0.2498,0.0971,0.1232,0.2083,0.0973,0.27
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,0,84,0.5476,0.5165,0.225,0.105,0.1521,0.216,0.1057,0.2584
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,1,84,0.5833,0.5016,0.2202,0.1149,0.1531,0.2242,0.1057,0.2462
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,2,84,0.4881,0.493,0.2269,0.1124,0.138,0.2199,0.1057,0.2567
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,3,84,0.4643,0.5004,0.2271,0.1086,0.1442,0.217,0.1057,0.248
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,4,84,0.5476,0.4955,0.2024,0.1149,0.1496,0.2232,0.1057,0.2463
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,5,84,0.4167,0.4925,0.2252,0.1074,0.1503,0.2234,0.1057,0.2445
trajectory_count_selection,single_arm_tabletop,recovery_gap,seen_task_shift,6,84,0.5714,0.5068,0.2226,0.111,0.1401,0.2184,0.1057,0.2534
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,0,84,0.5595,0.474,0.2048,0.1159,0.1482,0.221,0.1108,0.2383
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,1,84,0.5357,0.4901,0.2169,0.1194,0.1548,0.2173,0.1108,0.2331
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,2,84,0.5357,0.4978,0.2169,0.1146,0.1623,0.2247,0.1108,0.2481
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,3,84,0.5714,0.4813,0.2294,0.1211,0.1686,0.2244,0.1108,0.2506
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,4,84,0.5238,0.4966,0.2223,0.112,0.1504,0.2181,0.1108,0.2403
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,5,84,0.4286,0.4844,0.2163,0.1134,0.1493,0.2175,0.1108,0.2431
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_object_shift,6,84,0.369,0.483,0.2127,0.1184,0.1665,0.2302,0.1108,0.2464
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,0,84,0.4881,0.4565,0.1888,0.1365,0.1716,0.2266,0.1146,0.2338
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,1,84,0.5595,0.4593,0.1912,0.1413,0.1657,0.2227,0.1146,0.2363
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,2,84,0.4167,0.4443,0.1814,0.1436,0.1709,0.2266,0.1146,0.2449
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,3,84,0.4167,0.4567,0.1964,0.1375,0.1657,0.229,0.1146,0.2413
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,4,84,0.4524,0.4579,0.1787,0.1341,0.1685,0.2286,0.1146,0.2346
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,5,84,0.4405,0.4619,0.1765,0.1431,0.1688,0.2273,0.1146,0.2386
trajectory_count_selection,single_arm_tabletop,recovery_gap,unseen_mechanism_shift,6,84,0.4643,0.4508,0.1948,0.1341,0.1644,0.2228,0.1146,0.2566
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,0,84,0.4643,0.4308,0.1854,0.1489,0.192,0.2274,0.1217,0.2256
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,1,84,0.4167,0.4229,0.181,0.1417,0.1738,0.233,0.1217,0.2349
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,2,84,0.4167,0.4136,0.1936,0.1464,0.1816,0.2265,0.1217,0.2292
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,3,84,0.4048,0.435,0.1857,0.1328,0.1868,0.2346,0.1217,0.2385
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,4,84,0.4286,0.434,0.1812,0.1474,0.1869,0.2393,0.1217,0.2189
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,5,84,0.381,0.4318,0.1938,0.1452,0.1832,0.2333,0.1217,0.2363
trajectory_count_selection,single_arm_tabletop,recovery_gap,combined_stress,6,84,0.3929,0.4211,0.166,0.1393,0.1878,0.2326,0.1217,0.2331
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,0,84,0.5833,0.5533,0.2317,0.0921,0.132,0.2116,0.0973,0.2674
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,1,84,0.5,0.5426,0.2379,0.1053,0.1364,0.2154,0.0973,0.2388
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,2,84,0.4762,0.5437,0.2334,0.089,0.1368,0.2085,0.0973,0.2538
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,3,84,0.5119,0.5481,0.236,0.0947,0.1356,0.2171,0.0973,0.2547
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,4,84,0.5238,0.5515,0.2483,0.1014,0.1209,0.2071,0.0973,0.2608
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,5,84,0.5119,0.5408,0.249,0.0983,0.1361,0.2089,0.0973,0.269
trajectory_count_selection,single_arm_tabletop,deformable_gap,nominal,6,84,0.6429,0.5418,0.2349,0.0901,0.1194,0.2147,0.0973,0.2471
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,0,84,0.4881,0.4987,0.2162,0.1069,0.1405,0.2216,0.1057,0.2393
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,1,84,0.5595,0.5048,0.2231,0.1164,0.1531,0.2205,0.1057,0.2374
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,2,84,0.4881,0.5031,0.2188,0.1093,0.1475,0.2207,0.1057,0.2565
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,3,84,0.5238,0.5155,0.2406,0.1044,0.1394,0.2198,0.1057,0.2355
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,4,84,0.5357,0.5039,0.2233,0.1142,0.1505,0.2187,0.1057,0.2445
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,5,84,0.5238,0.5,0.224,0.1086,0.1573,0.216,0.1057,0.2521
trajectory_count_selection,single_arm_tabletop,deformable_gap,seen_task_shift,6,84,0.4762,0.5051,0.2172,0.11,0.1571,0.2263,0.1057,0.2649
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,0,84,0.4643,0.4703,0.1897,0.1181,0.1584,0.2227,0.1108,0.2403
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,1,84,0.5357,0.4839,0.2186,0.1158,0.159,0.2201,0.1108,0.2427
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,2,84,0.5,0.4813,0.2198,0.1176,0.1535,0.2235,0.1108,0.2528
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,3,84,0.4762,0.4755,0.2116,0.119,0.1687,0.2202,0.1108,0.2372
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,4,84,0.4524,0.4854,0.219,0.1223,0.1553,0.228,0.1108,0.2495
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,5,84,0.4524,0.4828,0.2206,0.1248,0.1644,0.2262,0.1108,0.2428
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_object_shift,6,84,0.4643,0.4785,0.2241,0.127,0.1593,0.2226,0.1108,0.2394
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,0,84,0.4167,0.456,0.1835,0.1439,0.1689,0.2302,0.1146,0.2387
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,1,84,0.5,0.4644,0.1988,0.1426,0.1655,0.2221,0.1146,0.2322
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,2,84,0.4762,0.4622,0.1959,0.1384,0.1649,0.2289,0.1146,0.2254
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,3,84,0.5595,0.4552,0.1974,0.1415,0.1767,0.2275,0.1146,0.2226
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,4,84,0.5,0.4648,0.1935,0.1464,0.1615,0.2312,0.1146,0.2311
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,5,84,0.3929,0.4458,0.1857,0.1399,0.1807,0.2285,0.1146,0.2426
trajectory_count_selection,single_arm_tabletop,deformable_gap,unseen_mechanism_shift,6,84,0.4643,0.4477,0.1862,0.139,0.1695,0.2298,0.1146,0.2271
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,0,84,0.4286,0.4272,0.1866,0.1537,0.1931,0.233,0.1217,0.2364
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,1,84,0.5,0.4201,0.2019,0.1415,0.1911,0.2347,0.1217,0.2291
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,2,84,0.4524,0.4106,0.1878,0.1548,0.1933,0.2286,0.1217,0.2198
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,3,84,0.4167,0.4173,0.1933,0.1372,0.1868,0.2349,0.1217,0.224
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,4,84,0.369,0.4286,0.1878,0.1455,0.1918,0.2307,0.1217,0.2257
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,5,84,0.3333,0.4244,0.1767,0.1465,0.1857,0.2337,0.1217,0.2174
trajectory_count_selection,single_arm_tabletop,deformable_gap,combined_stress,6,84,0.5476,0.4155,0.1707,0.1445,0.191,0.2352,0.1217,0.2428
