method,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
task_count_selection,tactile_contact_rich,recovery_gap,unseen_mechanism_shift,6,84,0.381,0.4,0.2397,0.213,0.1681,0.2132,0.1484,0.289
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,0,84,0.369,0.37,0.2379,0.2166,0.1771,0.2264,0.1555,0.2837
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,1,84,0.3095,0.3644,0.2287,0.225,0.1951,0.2162,0.1555,0.2764
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,2,84,0.4286,0.3657,0.2438,0.2307,0.1833,0.2172,0.1555,0.2737
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,3,84,0.3214,0.3735,0.2399,0.2224,0.1886,0.2224,0.1555,0.2719
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,4,84,0.3452,0.3704,0.2598,0.2198,0.1889,0.223,0.1555,0.2826
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,5,84,0.4048,0.3773,0.2588,0.2125,0.1816,0.2274,0.1555,0.2894
task_count_selection,tactile_contact_rich,recovery_gap,combined_stress,6,84,0.3571,0.3641,0.2419,0.2213,0.1906,0.2246,0.1555,0.2927
task_count_selection,tactile_contact_rich,deformable_gap,nominal,0,84,0.4643,0.5109,0.2952,0.1401,0.1336,0.2087,0.1311,0.2889
task_count_selection,tactile_contact_rich,deformable_gap,nominal,1,84,0.5119,0.5035,0.2811,0.1339,0.1303,0.2047,0.1311,0.299
task_count_selection,tactile_contact_rich,deformable_gap,nominal,2,84,0.4881,0.5023,0.2693,0.1318,0.1233,0.2071,0.1311,0.3032
task_count_selection,tactile_contact_rich,deformable_gap,nominal,3,84,0.5119,0.5074,0.2832,0.136,0.125,0.2048,0.1311,0.3104
task_count_selection,tactile_contact_rich,deformable_gap,nominal,4,84,0.5,0.4909,0.2665,0.1405,0.1387,0.2064,0.1311,0.3168
task_count_selection,tactile_contact_rich,deformable_gap,nominal,5,84,0.4881,0.5063,0.2832,0.1415,0.1359,0.2037,0.1311,0.3176
task_count_selection,tactile_contact_rich,deformable_gap,nominal,6,84,0.4643,0.5046,0.2943,0.1412,0.1455,0.206,0.1311,0.3053
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,0,84,0.4048,0.4646,0.2692,0.1602,0.1533,0.2145,0.1395,0.3119
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,1,84,0.5357,0.4576,0.2766,0.1608,0.1633,0.209,0.1395,0.3106
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,2,84,0.4286,0.4646,0.2758,0.1599,0.1448,0.2067,0.1395,0.2996
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,3,84,0.5119,0.4496,0.2817,0.1575,0.1514,0.2153,0.1395,0.3109
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,4,84,0.4405,0.4687,0.2867,0.1556,0.1597,0.2121,0.1395,0.2848
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,5,84,0.3095,0.4576,0.2731,0.162,0.1552,0.2075,0.1395,0.3036
task_count_selection,tactile_contact_rich,deformable_gap,seen_task_shift,6,84,0.5119,0.4469,0.277,0.1615,0.1539,0.2129,0.1395,0.3082
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,0,84,0.3333,0.4225,0.279,0.1767,0.1558,0.2163,0.1446,0.3059
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,1,84,0.4167,0.4333,0.2583,0.1809,0.1717,0.2151,0.1446,0.2793
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,2,84,0.369,0.4361,0.2868,0.1797,0.1665,0.2154,0.1446,0.2911
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,3,84,0.5,0.4363,0.2684,0.1798,0.1606,0.2129,0.1446,0.2754
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,4,84,0.4524,0.4334,0.2753,0.1788,0.1538,0.2173,0.1446,0.2953
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,5,84,0.4286,0.4333,0.2612,0.1905,0.1625,0.216,0.1446,0.2842
task_count_selection,tactile_contact_rich,deformable_gap,unseen_object_shift,6,84,0.5238,0.4351,0.2583,0.1868,0.1551,0.2049,0.1446,0.2931
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,0,84,0.3333,0.3809,0.2432,0.2068,0.1725,0.2157,0.1484,0.2822
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,1,84,0.4643,0.4036,0.2447,0.2132,0.1772,0.2147,0.1484,0.2796
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,2,84,0.4405,0.4086,0.2274,0.2267,0.1796,0.2169,0.1484,0.2692
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,3,84,0.3333,0.3945,0.2284,0.2148,0.1795,0.2103,0.1484,0.2719
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,4,84,0.4167,0.3889,0.2386,0.2133,0.1716,0.2101,0.1484,0.279
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,5,84,0.4405,0.4005,0.2302,0.2065,0.1716,0.2089,0.1484,0.2811
task_count_selection,tactile_contact_rich,deformable_gap,unseen_mechanism_shift,6,84,0.3929,0.3959,0.2446,0.2167,0.1759,0.2123,0.1484,0.2799
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,0,84,0.4524,0.3793,0.2356,0.2197,0.1883,0.2162,0.1555,0.2762
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,1,84,0.3095,0.3764,0.2354,0.2282,0.1943,0.2254,0.1555,0.2716
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,2,84,0.3929,0.3657,0.2173,0.2289,0.1936,0.2218,0.1555,0.2889
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,3,84,0.369,0.3677,0.2323,0.222,0.1993,0.2226,0.1555,0.2781
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,4,84,0.3333,0.3648,0.2307,0.2211,0.1934,0.2186,0.1555,0.274
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,5,84,0.4405,0.3565,0.2162,0.2283,0.187,0.224,0.1555,0.2846
task_count_selection,tactile_contact_rich,deformable_gap,combined_stress,6,84,0.4167,0.3607,0.2368,0.2288,0.19,0.2202,0.1555,0.2783
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,0,84,0.5119,0.5157,0.2755,0.1239,0.1265,0.2092,0.1311,0.3138
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,1,84,0.5119,0.5136,0.2762,0.1243,0.1357,0.2092,0.1311,0.3166
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,2,84,0.4405,0.5026,0.2788,0.1354,0.1282,0.2101,0.1311,0.3129
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,3,84,0.5238,0.5188,0.2904,0.1257,0.1308,0.2008,0.1311,0.3145
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,4,84,0.5714,0.5062,0.2758,0.1268,0.1342,0.212,0.1311,0.2922
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,5,84,0.5,0.511,0.2801,0.1316,0.1326,0.1996,0.1311,0.3064
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,nominal,6,84,0.5714,0.5007,0.296,0.1334,0.1393,0.2042,0.1311,0.318
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,0,84,0.4762,0.4762,0.2741,0.1609,0.1513,0.209,0.1395,0.3056
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,1,84,0.4881,0.4676,0.2764,0.1444,0.1613,0.2094,0.1395,0.2937
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,2,84,0.5238,0.465,0.2789,0.161,0.1519,0.2024,0.1395,0.3049
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,3,84,0.4167,0.46,0.2746,0.1533,0.1555,0.2101,0.1395,0.302
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,4,84,0.4405,0.46,0.2672,0.1651,0.155,0.205,0.1395,0.3075
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,5,84,0.4881,0.4816,0.2765,0.1593,0.157,0.2118,0.1395,0.3107
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,seen_task_shift,6,84,0.4881,0.4591,0.2466,0.1592,0.1616,0.2044,0.1395,0.2963
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,0,84,0.4643,0.4409,0.2561,0.1625,0.1623,0.2146,0.1446,0.2873
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,1,84,0.3929,0.4435,0.248,0.1632,0.1599,0.2188,0.1446,0.2927
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,2,84,0.3929,0.4397,0.2533,0.1704,0.1656,0.2142,0.1446,0.2848
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,3,84,0.4286,0.4269,0.2687,0.172,0.1631,0.2128,0.1446,0.285
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,4,84,0.4048,0.4421,0.2486,0.1729,0.168,0.2112,0.1446,0.2855
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,5,84,0.5,0.4435,0.2578,0.166,0.1739,0.2126,0.1446,0.2993
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_object_shift,6,84,0.3452,0.4421,0.2699,0.1706,0.1587,0.2161,0.1446,0.282
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,0,84,0.4167,0.4126,0.2422,0.2056,0.1724,0.2188,0.1484,0.2864
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,1,84,0.3929,0.3947,0.2312,0.2024,0.1764,0.2229,0.1484,0.2922
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,2,84,0.381,0.3978,0.2517,0.2043,0.1699,0.2189,0.1484,0.2834
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,3,84,0.4405,0.4073,0.2509,0.2057,0.1742,0.2209,0.1484,0.2982
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,4,84,0.3571,0.4107,0.2433,0.2057,0.1782,0.2179,0.1484,0.2968
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,5,84,0.4048,0.4062,0.2418,0.1938,0.189,0.2162,0.1484,0.2855
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,unseen_mechanism_shift,6,84,0.369,0.4089,0.2406,0.201,0.174,0.217,0.1484,0.2909
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,0,84,0.369,0.3748,0.2404,0.2168,0.203,0.2223,0.1555,0.2784
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,1,84,0.4167,0.376,0.2448,0.2069,0.1912,0.2173,0.1555,0.2656
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,2,84,0.3929,0.3732,0.2418,0.2101,0.1908,0.2231,0.1555,0.28
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,3,84,0.3333,0.3754,0.2469,0.1979,0.1856,0.2262,0.1555,0.2695
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,4,84,0.3333,0.3682,0.2323,0.2057,0.2098,0.2209,0.1555,0.2763
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,5,84,0.381,0.3776,0.2397,0.2055,0.194,0.2299,0.1555,0.2615
task_count_selection,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,6,84,0.369,0.3623,0.2349,0.2227,0.1915,0.2264,0.1555,0.275
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,0,84,0.4405,0.471,0.2901,0.1757,0.1432,0.2002,0.1311,0.3049
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,1,84,0.4643,0.468,0.2717,0.1788,0.1434,0.2056,0.1311,0.3012
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,2,84,0.5238,0.4729,0.283,0.1847,0.1591,0.2091,0.1311,0.3259
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,3,84,0.5,0.472,0.29,0.183,0.1491,0.2095,0.1311,0.2969
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,4,84,0.4643,0.4758,0.2895,0.181,0.1512,0.2009,0.1311,0.3066
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,5,84,0.3929,0.4656,0.2797,0.1736,0.1445,0.1971,0.1311,0.31
task_count_selection,tactile_contact_rich,combined_coverage_gap,nominal,6,84,0.4762,0.4813,0.2836,0.1747,0.1438,0.2017,0.1311,0.2972
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,0,84,0.3214,0.424,0.2629,0.2114,0.1729,0.2074,0.1395,0.2921
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,1,84,0.4048,0.419,0.2731,0.2123,0.179,0.2079,0.1395,0.2959
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,2,84,0.4048,0.4129,0.2836,0.2043,0.1772,0.2124,0.1395,0.3123
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,3,84,0.4048,0.4216,0.279,0.2103,0.1716,0.217,0.1395,0.29
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,4,84,0.4048,0.4063,0.2904,0.2136,0.1757,0.2119,0.1395,0.2824
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,5,84,0.4643,0.4143,0.2638,0.2048,0.1812,0.2104,0.1395,0.2899
task_count_selection,tactile_contact_rich,combined_coverage_gap,seen_task_shift,6,84,0.3333,0.4185,0.2753,0.2067,0.1812,0.2051,0.1395,0.2975
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,0,84,0.4524,0.3945,0.2578,0.2434,0.1874,0.216,0.1446,0.2921
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,1,84,0.3095,0.3807,0.2668,0.2423,0.186,0.2172,0.1446,0.2883
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,2,84,0.3452,0.3846,0.2486,0.2359,0.1908,0.2173,0.1446,0.2948
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,3,84,0.381,0.3924,0.2656,0.2297,0.1774,0.2136,0.1446,0.2922
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,4,84,0.4167,0.3808,0.2611,0.2421,0.1938,0.2103,0.1446,0.2892
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,5,84,0.4405,0.3882,0.2573,0.249,0.1842,0.2111,0.1446,0.297
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_object_shift,6,84,0.3095,0.3757,0.26,0.2393,0.1869,0.2197,0.1446,0.2864
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,0,84,0.3452,0.3385,0.2355,0.2925,0.2048,0.2145,0.1484,0.2863
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,1,84,0.2976,0.3295,0.233,0.2893,0.2054,0.2168,0.1484,0.2912
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,2,84,0.369,0.3398,0.2348,0.2959,0.2065,0.2111,0.1484,0.2767
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,3,84,0.3571,0.3371,0.2541,0.2947,0.2034,0.2147,0.1484,0.2761
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,4,84,0.4405,0.3339,0.2211,0.2857,0.2062,0.2191,0.1484,0.2944
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,5,84,0.3929,0.3496,0.2225,0.2883,0.204,0.215,0.1484,0.2864
task_count_selection,tactile_contact_rich,combined_coverage_gap,unseen_mechanism_shift,6,84,0.2738,0.3441,0.2305,0.286,0.1912,0.2153,0.1484,0.2777
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,0,84,0.381,0.3025,0.2491,0.3115,0.2217,0.2183,0.1555,0.2762
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,1,84,0.3095,0.2979,0.2181,0.3089,0.2331,0.223,0.1555,0.2728
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,2,84,0.2976,0.3043,0.2271,0.306,0.22,0.2239,0.1555,0.2673
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,3,84,0.2143,0.2998,0.2445,0.2957,0.2185,0.2308,0.1555,0.2694
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,4,84,0.2857,0.3049,0.2491,0.3056,0.2291,0.2252,0.1555,0.2745
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,5,84,0.3571,0.3127,0.2271,0.3005,0.2169,0.2241,0.1555,0.2746
task_count_selection,tactile_contact_rich,combined_coverage_gap,combined_stress,6,84,0.2976,0.2976,0.245,0.3095,0.2195,0.2214,0.1555,0.2845
task_count_selection,deformable_objects,nominal_coverage,nominal,0,84,0.6071,0.5705,0.2713,0.056,0.0605,0.2052,0.1311,0.3046
task_count_selection,deformable_objects,nominal_coverage,nominal,1,84,0.5952,0.5542,0.2823,0.0563,0.0594,0.2111,0.1311,0.3002
task_count_selection,deformable_objects,nominal_coverage,nominal,2,84,0.5595,0.5649,0.2767,0.0565,0.0661,0.2035,0.1311,0.3069
task_count_selection,deformable_objects,nominal_coverage,nominal,3,84,0.5833,0.5707,0.2854,0.0694,0.0599,0.2057,0.1311,0.3026
task_count_selection,deformable_objects,nominal_coverage,nominal,4,84,0.5119,0.5701,0.2978,0.061,0.0565,0.2009,0.1311,0.3014
task_count_selection,deformable_objects,nominal_coverage,nominal,5,84,0.631,0.5778,0.2985,0.0579,0.0548,0.2028,0.1311,0.321
task_count_selection,deformable_objects,nominal_coverage,nominal,6,84,0.4881,0.5673,0.2858,0.056,0.0625,0.2073,0.1311,0.3139
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,0,84,0.5,0.5342,0.2793,0.0532,0.0598,0.2202,0.1395,0.312
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,1,84,0.5595,0.5377,0.28,0.0604,0.0627,0.2092,0.1395,0.2999
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,2,84,0.5714,0.5303,0.2564,0.059,0.0596,0.2081,0.1395,0.2977
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,3,84,0.5595,0.5314,0.275,0.0615,0.0714,0.2107,0.1395,0.2964
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,4,84,0.4881,0.5419,0.2778,0.0566,0.0607,0.2132,0.1395,0.3177
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,5,84,0.5119,0.5466,0.2755,0.0657,0.0551,0.2176,0.1395,0.29
task_count_selection,deformable_objects,nominal_coverage,seen_task_shift,6,84,0.5238,0.5407,0.2657,0.063,0.0662,0.2101,0.1395,0.3006
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,0,84,0.5357,0.532,0.2703,0.0643,0.0703,0.2114,0.1446,0.2956
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,1,84,0.5357,0.5331,0.2699,0.0653,0.0648,0.219,0.1446,0.3017
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,2,84,0.5238,0.5205,0.2663,0.0683,0.0543,0.2131,0.1446,0.2918
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,3,84,0.4762,0.5213,0.2779,0.0729,0.0603,0.2177,0.1446,0.2911
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,4,84,0.5357,0.5262,0.2621,0.0639,0.0695,0.2179,0.1446,0.283
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,5,84,0.4524,0.5277,0.2618,0.0599,0.0646,0.2144,0.1446,0.2977
task_count_selection,deformable_objects,nominal_coverage,unseen_object_shift,6,84,0.5357,0.521,0.2636,0.0658,0.0635,0.208,0.1446,0.2912
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,0,84,0.5,0.5075,0.2314,0.0696,0.063,0.2188,0.1484,0.2897
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,1,84,0.5357,0.4982,0.2517,0.0854,0.0693,0.2199,0.1484,0.3042
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,2,84,0.4643,0.5054,0.2581,0.0735,0.0693,0.2196,0.1484,0.2794
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,3,84,0.4643,0.5101,0.2258,0.071,0.0658,0.2184,0.1484,0.2863
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,4,84,0.5952,0.5069,0.2446,0.0716,0.0675,0.2155,0.1484,0.3012
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,5,84,0.5833,0.5002,0.2472,0.0705,0.0686,0.2143,0.1484,0.2997
task_count_selection,deformable_objects,nominal_coverage,unseen_mechanism_shift,6,84,0.4762,0.5009,0.2308,0.0791,0.0596,0.2105,0.1484,0.2992
task_count_selection,deformable_objects,nominal_coverage,combined_stress,0,84,0.4643,0.4857,0.2275,0.0698,0.0772,0.2286,0.1555,0.2856
task_count_selection,deformable_objects,nominal_coverage,combined_stress,1,84,0.5357,0.4851,0.2404,0.0734,0.0615,0.2249,0.1555,0.2864
task_count_selection,deformable_objects,nominal_coverage,combined_stress,2,84,0.5,0.4811,0.2588,0.069,0.0761,0.2187,0.1555,0.2695
task_count_selection,deformable_objects,nominal_coverage,combined_stress,3,84,0.5119,0.4963,0.2419,0.0737,0.0639,0.2228,0.1555,0.2694
task_count_selection,deformable_objects,nominal_coverage,combined_stress,4,84,0.5119,0.4807,0.2495,0.0711,0.0683,0.2293,0.1555,0.282
task_count_selection,deformable_objects,nominal_coverage,combined_stress,5,84,0.5119,0.489,0.2352,0.0744,0.0724,0.217,0.1555,0.2784
task_count_selection,deformable_objects,nominal_coverage,combined_stress,6,84,0.5238,0.4847,0.2416,0.0692,0.0641,0.2224,0.1555,0.2674
task_count_selection,deformable_objects,contact_transition_gap,nominal,0,84,0.5357,0.5191,0.2836,0.1245,0.1218,0.2027,0.1311,0.303
task_count_selection,deformable_objects,contact_transition_gap,nominal,1,84,0.6071,0.5199,0.2668,0.1227,0.1108,0.2072,0.1311,0.304
task_count_selection,deformable_objects,contact_transition_gap,nominal,2,84,0.5833,0.5307,0.2794,0.1239,0.1192,0.2044,0.1311,0.3072
task_count_selection,deformable_objects,contact_transition_gap,nominal,3,84,0.4643,0.5282,0.2877,0.1245,0.1284,0.2006,0.1311,0.3127
task_count_selection,deformable_objects,contact_transition_gap,nominal,4,84,0.5714,0.5206,0.284,0.1176,0.1229,0.2054,0.1311,0.3094
task_count_selection,deformable_objects,contact_transition_gap,nominal,5,84,0.4881,0.5179,0.2806,0.1178,0.1197,0.2043,0.1311,0.314
task_count_selection,deformable_objects,contact_transition_gap,nominal,6,84,0.5476,0.5144,0.2739,0.1148,0.1216,0.204,0.1311,0.3197
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,0,84,0.5,0.4879,0.2658,0.1455,0.1401,0.2069,0.1395,0.3029
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,1,84,0.4643,0.4717,0.2878,0.1382,0.1354,0.2114,0.1395,0.3087
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,2,84,0.4643,0.4746,0.2717,0.1333,0.1349,0.2091,0.1395,0.297
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,3,84,0.4881,0.4815,0.2859,0.1387,0.1419,0.2055,0.1395,0.3065
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,4,84,0.5238,0.4897,0.2749,0.1345,0.1338,0.2221,0.1395,0.287
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,5,84,0.5357,0.4653,0.2713,0.1337,0.1376,0.2066,0.1395,0.3017
task_count_selection,deformable_objects,contact_transition_gap,seen_task_shift,6,84,0.4524,0.4795,0.2631,0.141,0.1422,0.2039,0.1395,0.3043
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,0,84,0.4881,0.4485,0.2619,0.1445,0.1472,0.2158,0.1446,0.2932
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,1,84,0.5,0.4537,0.2622,0.1486,0.1527,0.2139,0.1446,0.2919
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,2,84,0.4405,0.4575,0.2579,0.1552,0.1616,0.2134,0.1446,0.2968
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,3,84,0.4524,0.4544,0.2522,0.156,0.1494,0.2148,0.1446,0.2983
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,4,84,0.4881,0.4512,0.2759,0.1587,0.1509,0.2165,0.1446,0.2889
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,5,84,0.4167,0.4605,0.2643,0.1648,0.1577,0.2099,0.1446,0.2821
task_count_selection,deformable_objects,contact_transition_gap,unseen_object_shift,6,84,0.5,0.459,0.2649,0.1464,0.155,0.2142,0.1446,0.2828
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,0,84,0.4167,0.4196,0.2366,0.1835,0.1615,0.223,0.1484,0.2825
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,1,84,0.4286,0.4233,0.2496,0.1852,0.1548,0.2133,0.1484,0.2699
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,2,84,0.3929,0.4146,0.239,0.1908,0.1616,0.2204,0.1484,0.2837
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,3,84,0.4048,0.4362,0.2348,0.1787,0.1616,0.2144,0.1484,0.2905
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,4,84,0.4643,0.4188,0.2484,0.1899,0.1684,0.2168,0.1484,0.2791
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,5,84,0.381,0.4101,0.2426,0.1767,0.1574,0.2205,0.1484,0.278
task_count_selection,deformable_objects,contact_transition_gap,unseen_mechanism_shift,6,84,0.4286,0.4315,0.2466,0.1845,0.1551,0.2235,0.1484,0.2988
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,0,84,0.4643,0.3958,0.2349,0.1895,0.177,0.22,0.1555,0.2525
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,1,84,0.381,0.3961,0.2557,0.1875,0.1646,0.2204,0.1555,0.2787
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,2,84,0.3929,0.3904,0.2523,0.1821,0.1712,0.2246,0.1555,0.2795
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,3,84,0.3929,0.391,0.2416,0.1961,0.1758,0.2232,0.1555,0.2734
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,4,84,0.4286,0.3909,0.2249,0.1932,0.1724,0.2221,0.1555,0.2797
task_count_selection,deformable_objects,contact_transition_gap,combined_stress,5,84,0.381,0.3983,0.2168,0.1878,0.1721,0.2208,0.1555,0.2811
