method,split,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
causal_feature_coverage_selection,heldout_combined_catalog_gap,6,0.572917,0.042641,0.553692,0.005911,0.605935,0.042739,0.534294,0.002047,0.436967,0.0023,0.054551,0.004776,0.086845,0.004005,0.0395,0.002314,0.144302,0.000656,0.247983,0.0,0.166601,0.000674,0.04377,0.002277,0.060262,0.002263,0.053612,0.001473,0.037133,0.000725,0.139434,0.008618,0.234581,0.043956,80
causal_feature_coverage_selection,heldout_combined_catalog_gap,7,0.58125,0.042303,0.553091,0.005896,0.613536,0.041487,0.534448,0.001981,0.434543,0.002291,0.054341,0.004743,0.08608,0.003995,0.039971,0.002304,0.144378,0.000629,0.247983,0.0,0.166601,0.000674,0.042985,0.0023,0.060256,0.002314,0.053856,0.001584,0.037493,0.000722,0.138886,0.008528,0.262628,0.045586,80
causal_feature_coverage_selection,heldout_combined_catalog_gap,8,0.53125,0.046523,0.553297,0.006048,0.564063,0.045954,0.53481,0.001982,0.433344,0.001901,0.054475,0.004522,0.086086,0.004032,0.040044,0.002197,0.145032,0.000649,0.247983,0.0,0.166601,0.000674,0.04345,0.002303,0.059689,0.002147,0.053834,0.001541,0.037549,0.000756,0.139061,0.008234,0.253506,0.044864,80
causal_feature_coverage_selection,heldout_combined_catalog_gap,9,0.577083,0.050974,0.554458,0.005867,0.609377,0.050661,0.535966,0.002076,0.435561,0.002026,0.054723,0.004751,0.086424,0.003858,0.03958,0.002244,0.144234,0.000654,0.247983,0.0,0.166601,0.000674,0.043848,0.002325,0.060361,0.002319,0.05436,0.001632,0.036994,0.000686,0.139332,0.008446,0.238026,0.052102,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,0,0.664583,0.045198,0.65994,0.003887,0.724684,0.041137,0.639104,0.00217,0.528447,0.00208,0.021764,0.001935,0.042118,0.001276,0.028993,0.001101,0.111036,0.000689,0.215726,0.0,0.139416,0.000336,0.036017,0.001273,0.039825,0.001298,0.031943,0.000883,0.024851,0.000462,0.067849,0.003059,0.197273,0.040162,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,1,0.647917,0.046487,0.659659,0.003815,0.712481,0.043989,0.637213,0.00193,0.528828,0.002017,0.021402,0.002055,0.042215,0.001213,0.027844,0.001073,0.111349,0.000637,0.215726,0.0,0.139416,0.000336,0.035914,0.001226,0.038534,0.001252,0.031361,0.000971,0.024912,0.000526,0.066985,0.003021,0.190144,0.038674,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,2,0.664583,0.044063,0.661107,0.003795,0.728986,0.041521,0.637082,0.001786,0.528155,0.001939,0.021862,0.002084,0.041612,0.001074,0.028191,0.001172,0.111604,0.000729,0.215726,0.0,0.139416,0.000336,0.035724,0.001319,0.039204,0.001157,0.031255,0.000921,0.024932,0.0005,0.067166,0.003086,0.176677,0.042873,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,3,0.660417,0.042878,0.660724,0.003797,0.726281,0.040446,0.638801,0.001957,0.529505,0.002214,0.02119,0.002265,0.041268,0.001394,0.027852,0.001017,0.111155,0.000713,0.215726,0.0,0.139416,0.000336,0.035943,0.001295,0.039406,0.001348,0.031486,0.000889,0.024929,0.000538,0.066067,0.003461,0.185924,0.03706,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,4,0.670833,0.041081,0.660214,0.003511,0.737366,0.039172,0.638178,0.002132,0.52798,0.001966,0.021373,0.002185,0.041142,0.001375,0.027788,0.001112,0.11021,0.000649,0.215726,0.0,0.139416,0.000336,0.035569,0.00137,0.038993,0.00126,0.031245,0.000861,0.024894,0.000534,0.066124,0.003345,0.167902,0.035801,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,5,0.652083,0.041983,0.660715,0.003446,0.717476,0.03967,0.639466,0.001895,0.528881,0.00241,0.021906,0.001994,0.042674,0.001295,0.028659,0.001109,0.111022,0.000658,0.215726,0.0,0.139416,0.000336,0.03596,0.001268,0.039385,0.001118,0.031491,0.00112,0.025208,0.000412,0.068241,0.00302,0.199102,0.038955,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,6,0.689583,0.037093,0.660179,0.003791,0.756997,0.035496,0.63808,0.002029,0.528179,0.001954,0.021049,0.002129,0.042076,0.001342,0.028634,0.001242,0.111179,0.000659,0.215726,0.0,0.139416,0.000336,0.036115,0.001359,0.038906,0.001303,0.031984,0.00089,0.024934,0.000516,0.066923,0.00339,0.155627,0.036328,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,7,0.670833,0.042296,0.661105,0.003633,0.737155,0.040379,0.636439,0.001968,0.530172,0.002449,0.021275,0.002168,0.041809,0.00118,0.028313,0.001081,0.111194,0.000656,0.215726,0.0,0.139416,0.000336,0.036228,0.001171,0.039056,0.001293,0.031387,0.000948,0.024939,0.000545,0.066788,0.003244,0.189663,0.04246,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,8,0.670833,0.043864,0.660298,0.003705,0.734934,0.041284,0.638102,0.002092,0.530061,0.002365,0.021029,0.002019,0.041798,0.001307,0.028076,0.001081,0.111365,0.000717,0.215726,0.0,0.139416,0.000336,0.036167,0.001321,0.038636,0.001321,0.03168,0.000876,0.025237,0.000568,0.066415,0.003145,0.161145,0.037267,80
proposed_mechanism_coverage_audit_v4,nominal_catalog,9,0.65,0.042146,0.659552,0.003811,0.716334,0.040186,0.637401,0.002334,0.528734,0.001989,0.022096,0.002301,0.041996,0.00135,0.027489,0.001291,0.111289,0.000728,0.215726,0.0,0.139416,0.000336,0.035839,0.001139,0.03887,0.001347,0.031639,0.000927,0.024929,0.000468,0.067338,0.003525,0.19071,0.040236,80
proposed_mechanism_coverage_audit_v4,task_shift,0,0.66875,0.042502,0.636554,0.003973,0.730947,0.04107,0.627612,0.001996,0.516815,0.002469,0.027529,0.00262,0.051027,0.001755,0.029671,0.001292,0.116137,0.000618,0.221006,0.0,0.1432,0.000374,0.036636,0.001306,0.042357,0.001519,0.034015,0.000933,0.027919,0.0005,0.080635,0.004231,0.170166,0.040148,80
proposed_mechanism_coverage_audit_v4,task_shift,1,0.6125,0.044928,0.637623,0.004214,0.676574,0.043973,0.628943,0.001636,0.517603,0.0023,0.027952,0.002473,0.050549,0.001632,0.029825,0.001298,0.115189,0.000623,0.221006,0.0,0.1432,0.000374,0.036965,0.001301,0.041855,0.001513,0.033525,0.001081,0.027816,0.000518,0.080777,0.004037,0.203854,0.043548,80
proposed_mechanism_coverage_audit_v4,task_shift,2,0.622917,0.040153,0.636844,0.004264,0.685846,0.038737,0.627411,0.002001,0.51708,0.00185,0.028274,0.00272,0.050872,0.001618,0.029951,0.001352,0.115137,0.000714,0.221006,0.0,0.1432,0.000374,0.036327,0.001348,0.042624,0.001387,0.03404,0.001149,0.027976,0.000546,0.081403,0.0043,0.202405,0.042093,80
proposed_mechanism_coverage_audit_v4,task_shift,3,0.641667,0.041132,0.63741,0.004224,0.702745,0.039067,0.625564,0.002106,0.519103,0.002113,0.028686,0.002649,0.051122,0.001761,0.029798,0.001197,0.115182,0.000673,0.221006,0.0,0.1432,0.000374,0.036567,0.001314,0.041716,0.001442,0.034291,0.000901,0.027652,0.000506,0.081927,0.004204,0.193928,0.035266,80
proposed_mechanism_coverage_audit_v4,task_shift,4,0.645833,0.045895,0.638088,0.004065,0.704042,0.042995,0.628713,0.001742,0.517447,0.002363,0.028161,0.002848,0.050131,0.001758,0.029485,0.001168,0.11571,0.000686,0.221006,0.0,0.1432,0.000374,0.037236,0.001383,0.042118,0.001349,0.033883,0.001088,0.02727,0.000547,0.080502,0.004385,0.204334,0.044987,80
proposed_mechanism_coverage_audit_v4,task_shift,5,0.60625,0.047653,0.638143,0.004233,0.670051,0.046794,0.626111,0.002077,0.518353,0.00221,0.027294,0.002748,0.051082,0.001586,0.030027,0.001355,0.115168,0.000757,0.221006,0.0,0.1432,0.000374,0.036322,0.001357,0.042415,0.001411,0.033897,0.000978,0.027758,0.00054,0.080619,0.004357,0.190665,0.04309,80
proposed_mechanism_coverage_audit_v4,task_shift,6,0.614583,0.043717,0.637549,0.004101,0.679678,0.043201,0.629265,0.00196,0.516549,0.002037,0.027024,0.00266,0.050753,0.001688,0.030092,0.001313,0.115438,0.000664,0.221006,0.0,0.1432,0.000374,0.036049,0.001454,0.04255,0.001515,0.034169,0.001076,0.027564,0.000498,0.080135,0.004248,0.225963,0.045931,80
proposed_mechanism_coverage_audit_v4,task_shift,7,0.625,0.044065,0.637609,0.003927,0.690129,0.043426,0.627292,0.002172,0.520829,0.002152,0.027104,0.002558,0.051064,0.001683,0.029691,0.001274,0.115478,0.000659,0.221006,0.0,0.1432,0.000374,0.036615,0.001376,0.042462,0.001498,0.033953,0.000991,0.027829,0.000491,0.080248,0.004102,0.196116,0.041865,80
proposed_mechanism_coverage_audit_v4,task_shift,8,0.645833,0.044778,0.638616,0.004102,0.706909,0.042712,0.629927,0.001926,0.518452,0.002347,0.026633,0.002525,0.05029,0.001749,0.029663,0.001221,0.115089,0.000601,0.221006,0.0,0.1432,0.000374,0.036697,0.001351,0.042185,0.001473,0.033522,0.000988,0.027797,0.000495,0.079182,0.004014,0.202663,0.043658,80
proposed_mechanism_coverage_audit_v4,task_shift,9,0.652083,0.041579,0.637205,0.004437,0.713613,0.039842,0.62801,0.002153,0.517671,0.001749,0.027793,0.002745,0.051025,0.001579,0.030326,0.001291,0.114806,0.000724,0.221006,0.0,0.1432,0.000374,0.036716,0.001393,0.042694,0.001346,0.033355,0.00101,0.027634,0.000609,0.081225,0.004221,0.185181,0.040598,80
proposed_mechanism_coverage_audit_v4,object_shift,0,0.583333,0.042703,0.628934,0.004038,0.646378,0.042128,0.625295,0.00223,0.511051,0.002199,0.027547,0.002747,0.053847,0.001954,0.031029,0.001344,0.117099,0.000729,0.223886,0.0,0.145279,0.000396,0.037079,0.00137,0.044455,0.001487,0.035336,0.000993,0.028898,0.000561,0.083446,0.004551,0.215515,0.045066,80
proposed_mechanism_coverage_audit_v4,object_shift,1,0.616667,0.043253,0.626282,0.004267,0.676478,0.041766,0.621191,0.002016,0.508967,0.002309,0.028448,0.002718,0.054759,0.001917,0.031058,0.001321,0.117728,0.000666,0.223886,0.0,0.145279,0.000396,0.037284,0.001589,0.04436,0.001644,0.035276,0.001057,0.029501,0.000534,0.085046,0.004441,0.213762,0.042432,80
proposed_mechanism_coverage_audit_v4,object_shift,2,0.614583,0.046704,0.628084,0.004146,0.675057,0.045297,0.624464,0.00185,0.512689,0.002377,0.027955,0.002673,0.054185,0.001936,0.030057,0.001267,0.117729,0.000624,0.223886,0.0,0.145279,0.000396,0.037061,0.001428,0.043826,0.001495,0.035427,0.001023,0.028879,0.000484,0.083622,0.004429,0.197444,0.044064,80
proposed_mechanism_coverage_audit_v4,object_shift,3,0.664583,0.039196,0.62696,0.003932,0.725752,0.03805,0.623507,0.001844,0.511007,0.002221,0.028097,0.002826,0.05484,0.001893,0.031326,0.001385,0.117638,0.000688,0.223886,0.0,0.145279,0.000396,0.03708,0.00137,0.044014,0.001396,0.035036,0.001011,0.029356,0.000518,0.08489,0.004636,0.161719,0.038251,80
proposed_mechanism_coverage_audit_v4,object_shift,4,0.614583,0.042937,0.627014,0.00388,0.674075,0.041009,0.623373,0.002146,0.512668,0.002034,0.027862,0.002663,0.055134,0.001846,0.03056,0.001392,0.117443,0.000676,0.223886,0.0,0.145279,0.000396,0.037265,0.001411,0.044571,0.001379,0.035417,0.001037,0.029204,0.000519,0.084492,0.004379,0.194951,0.039799,80
proposed_mechanism_coverage_audit_v4,object_shift,5,0.627083,0.047297,0.627391,0.004085,0.68504,0.045002,0.62412,0.002033,0.512746,0.002035,0.028941,0.002781,0.054977,0.002013,0.030717,0.001346,0.118112,0.000634,0.223886,0.0,0.145279,0.000396,0.037507,0.001441,0.043352,0.001581,0.035821,0.001002,0.02896,0.000573,0.085533,0.004621,0.214264,0.045331,80
proposed_mechanism_coverage_audit_v4,object_shift,6,0.614583,0.038806,0.628193,0.004126,0.676812,0.0378,0.625323,0.002105,0.51073,0.002283,0.027984,0.002698,0.054802,0.001821,0.030241,0.001296,0.117737,0.000546,0.223886,0.0,0.145279,0.000396,0.037451,0.00142,0.043706,0.001437,0.035691,0.001101,0.028533,0.000554,0.084205,0.004324,0.196434,0.040543,80
proposed_mechanism_coverage_audit_v4,object_shift,7,0.645833,0.044399,0.627145,0.004145,0.707197,0.043239,0.624839,0.002181,0.511296,0.002413,0.0278,0.002757,0.054565,0.001916,0.030597,0.001342,0.118255,0.000707,0.223886,0.0,0.145279,0.000396,0.036846,0.001442,0.044313,0.001597,0.035783,0.001042,0.029497,0.000599,0.084022,0.00451,0.189091,0.043802,80
proposed_mechanism_coverage_audit_v4,object_shift,8,0.6,0.033685,0.627002,0.004082,0.66268,0.032903,0.622671,0.002102,0.510721,0.002372,0.027656,0.002658,0.055028,0.001945,0.030719,0.001358,0.117903,0.000674,0.223886,0.0,0.145279,0.000396,0.036654,0.00137,0.04355,0.001391,0.035168,0.001041,0.029058,0.000568,0.084287,0.004435,0.182839,0.035663,80
proposed_mechanism_coverage_audit_v4,object_shift,9,0.629167,0.049981,0.627746,0.004077,0.685713,0.047146,0.623207,0.001855,0.511898,0.002096,0.027508,0.002632,0.054282,0.002006,0.030758,0.001476,0.117481,0.000675,0.223886,0.0,0.145279,0.000396,0.037046,0.001399,0.044655,0.001408,0.034945,0.000978,0.029085,0.000514,0.083598,0.004447,0.185508,0.04319,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,0,0.5875,0.045748,0.6142,0.004549,0.643501,0.043793,0.61613,0.001674,0.50636,0.002368,0.032032,0.003119,0.059112,0.002226,0.033042,0.001571,0.11974,0.000658,0.226286,0.0,0.147127,0.000431,0.038528,0.00161,0.05742,0.00222,0.036986,0.001076,0.03109,0.000619,0.092887,0.005155,0.219735,0.045529,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,1,0.614583,0.043329,0.614078,0.004393,0.672233,0.042313,0.614936,0.002014,0.506473,0.002269,0.032128,0.00316,0.058627,0.002072,0.033735,0.001674,0.120237,0.000632,0.226286,0.0,0.147127,0.000431,0.037396,0.001433,0.057191,0.002123,0.03726,0.00113,0.031163,0.000586,0.092966,0.005226,0.211181,0.041687,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,2,0.6375,0.044928,0.615466,0.004219,0.691073,0.042521,0.614156,0.001868,0.507283,0.002205,0.031696,0.00316,0.059162,0.002083,0.033819,0.001698,0.119645,0.00072,0.226286,0.0,0.147127,0.000431,0.038359,0.001489,0.057234,0.002039,0.037713,0.001046,0.030744,0.000614,0.092977,0.005191,0.173697,0.037124,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,3,0.591667,0.042266,0.613491,0.004297,0.65013,0.041323,0.617475,0.001975,0.505808,0.002402,0.03175,0.002892,0.059369,0.002257,0.03375,0.001582,0.119401,0.000594,0.226286,0.0,0.147127,0.000431,0.038218,0.001565,0.057408,0.002076,0.037312,0.001104,0.031493,0.000606,0.093151,0.004954,0.229396,0.043744,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,4,0.591667,0.044975,0.616038,0.004301,0.649025,0.043762,0.613803,0.001732,0.505155,0.00207,0.032649,0.002877,0.059508,0.002222,0.033872,0.001563,0.119479,0.000561,0.226286,0.0,0.147127,0.000431,0.037569,0.001668,0.057447,0.002168,0.037409,0.001128,0.031181,0.000587,0.094216,0.004969,0.231864,0.047663,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,5,0.597917,0.049886,0.615345,0.004683,0.654645,0.048494,0.616226,0.002027,0.506316,0.002362,0.031457,0.003116,0.059691,0.002126,0.033038,0.001614,0.119624,0.000697,0.226286,0.0,0.147127,0.000431,0.038221,0.001555,0.057733,0.002084,0.037507,0.001155,0.031281,0.000541,0.092744,0.005216,0.212438,0.046735,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,6,0.620833,0.039829,0.616289,0.004518,0.679226,0.038948,0.615505,0.00164,0.507139,0.002355,0.032061,0.003115,0.059565,0.002112,0.033542,0.001717,0.119331,0.00062,0.226286,0.0,0.147127,0.000431,0.038237,0.00159,0.057177,0.002126,0.037694,0.001011,0.03093,0.00061,0.093505,0.005221,0.172721,0.037853,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,7,0.56875,0.0471,0.614813,0.004449,0.628656,0.04682,0.615367,0.00202,0.507551,0.002135,0.032491,0.003117,0.059122,0.002138,0.033204,0.001666,0.120275,0.00062,0.226286,0.0,0.147127,0.000431,0.03765,0.001461,0.057005,0.002169,0.037182,0.001189,0.030913,0.0006,0.093434,0.005244,0.225243,0.0483,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,8,0.597917,0.046378,0.61516,0.004481,0.654374,0.04508,0.615309,0.001779,0.508136,0.002044,0.03271,0.00307,0.059966,0.002164,0.033035,0.001605,0.119654,0.000654,0.226286,0.0,0.147127,0.000431,0.038346,0.001562,0.056745,0.002188,0.037188,0.001023,0.031172,0.000585,0.094202,0.005168,0.202394,0.042884,80
proposed_mechanism_coverage_audit_v4,embodiment_shift,9,0.575,0.041459,0.614483,0.004397,0.633729,0.040562,0.615088,0.001996,0.505817,0.002233,0.033279,0.002851,0.0602,0.002135,0.033434,0.00156,0.120082,0.000715,0.226286,0.0,0.147127,0.000431,0.038206,0.001609,0.056958,0.002155,0.037831,0.001179,0.031256,0.000588,0.095146,0.004862,0.20598,0.043536,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,0,0.5875,0.039829,0.600876,0.004622,0.642247,0.038888,0.597584,0.002127,0.500231,0.002143,0.034756,0.003112,0.065068,0.002294,0.033256,0.001549,0.121985,0.000638,0.229166,0.0,0.149243,0.000459,0.038883,0.001696,0.04855,0.001779,0.038936,0.001108,0.032017,0.000589,0.100185,0.005251,0.215722,0.039794,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,1,0.608333,0.049684,0.602716,0.004582,0.659479,0.047727,0.598538,0.001824,0.499891,0.001922,0.034088,0.003316,0.064731,0.002561,0.032876,0.001543,0.122411,0.000627,0.229166,0.0,0.149243,0.000459,0.038425,0.001631,0.048294,0.001655,0.039056,0.001142,0.031834,0.000566,0.099074,0.005667,0.189969,0.043266,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,2,0.5875,0.036279,0.602411,0.004602,0.643642,0.036083,0.598103,0.001906,0.499266,0.002014,0.034463,0.003245,0.064705,0.002564,0.032647,0.001546,0.121557,0.000587,0.229166,0.0,0.149243,0.000459,0.038347,0.001597,0.048357,0.001795,0.039372,0.001042,0.032287,0.000588,0.099315,0.00554,0.190173,0.040466,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,3,0.602083,0.046305,0.603179,0.004839,0.656857,0.045894,0.599166,0.002391,0.499151,0.001878,0.034697,0.003236,0.064118,0.002394,0.03208,0.001541,0.122019,0.00063,0.229166,0.0,0.149243,0.000459,0.03916,0.001635,0.048873,0.001829,0.039392,0.001109,0.031975,0.000614,0.098825,0.005458,0.193442,0.039255,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,4,0.56875,0.04452,0.603182,0.004654,0.622759,0.043471,0.597198,0.00183,0.500771,0.002081,0.034967,0.003194,0.065126,0.002473,0.033163,0.001533,0.121624,0.00065,0.229166,0.0,0.149243,0.000459,0.038843,0.001708,0.048603,0.001773,0.03884,0.001217,0.032236,0.000564,0.100393,0.005604,0.218582,0.046078,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,5,0.6125,0.044928,0.60217,0.004619,0.666311,0.044024,0.598532,0.002065,0.499601,0.002333,0.034939,0.00317,0.065011,0.002431,0.033278,0.001504,0.122817,0.000658,0.229166,0.0,0.149243,0.000459,0.03896,0.001627,0.048587,0.00164,0.039749,0.00117,0.031664,0.000618,0.100336,0.005444,0.199499,0.040447,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,6,0.595833,0.046407,0.603844,0.004617,0.652621,0.046594,0.598174,0.001963,0.499318,0.002208,0.034842,0.003231,0.064349,0.00241,0.033259,0.001435,0.12261,0.000699,0.229166,0.0,0.149243,0.000459,0.038694,0.00161,0.048638,0.001723,0.038735,0.001139,0.032219,0.000504,0.099734,0.005424,0.205791,0.0458,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,7,0.59375,0.043035,0.602065,0.004504,0.647406,0.041561,0.599255,0.001959,0.502102,0.002054,0.034316,0.003231,0.064234,0.002465,0.032628,0.001593,0.122273,0.000625,0.229166,0.0,0.149243,0.000459,0.038819,0.001698,0.04866,0.001756,0.03851,0.001147,0.031964,0.000622,0.098805,0.005569,0.194608,0.040802,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,8,0.610417,0.044615,0.602296,0.004815,0.663774,0.043189,0.599674,0.00183,0.500136,0.001766,0.034237,0.003191,0.064572,0.002509,0.033081,0.001574,0.122065,0.000696,0.229166,0.0,0.149243,0.000459,0.038706,0.001757,0.048916,0.001636,0.039125,0.001215,0.032201,0.000498,0.099207,0.005501,0.209175,0.045437,80
proposed_mechanism_coverage_audit_v4,mechanism_shift,9,0.620833,0.044627,0.601663,0.004688,0.673923,0.043345,0.598272,0.001786,0.500918,0.002122,0.035443,0.003055,0.064667,0.002308,0.033663,0.001626,0.121807,0.00073,0.229166,0.0,0.149243,0.000459,0.038506,0.001744,0.049235,0.001738,0.039269,0.001145,0.032338,0.000615,0.100775,0.005266,0.177853,0.040648,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,0,0.583333,0.037209,0.600248,0.004508,0.63983,0.037235,0.600727,0.001758,0.497111,0.002051,0.034478,0.003087,0.066324,0.002573,0.033315,0.001619,0.122756,0.000666,0.230126,0.0,0.150042,0.000481,0.039708,0.001745,0.049967,0.00174,0.040145,0.00121,0.032884,0.000564,0.100879,0.005495,0.207414,0.039967,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,1,0.552083,0.039667,0.600009,0.004517,0.607248,0.039024,0.601339,0.002097,0.497658,0.001938,0.034872,0.003313,0.06568,0.002482,0.034441,0.001615,0.12356,0.000665,0.230126,0.0,0.150042,0.000481,0.039195,0.0017,0.050275,0.001762,0.040181,0.001185,0.032108,0.000522,0.101352,0.005655,0.2455,0.043992,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,2,0.570833,0.043399,0.599111,0.004589,0.624366,0.042171,0.601542,0.002061,0.497014,0.001774,0.03548,0.00319,0.065816,0.002686,0.032999,0.001582,0.123068,0.000621,0.230126,0.0,0.150042,0.000481,0.039228,0.001714,0.049976,0.001703,0.040194,0.001136,0.032659,0.000544,0.101342,0.005599,0.243192,0.043906,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,3,0.59375,0.046067,0.599826,0.004462,0.647689,0.045067,0.600553,0.001606,0.498296,0.00229,0.034817,0.003299,0.066052,0.002612,0.033731,0.001581,0.12315,0.000586,0.230126,0.0,0.150042,0.000481,0.039425,0.001741,0.050399,0.001774,0.040787,0.001257,0.032776,0.000609,0.101222,0.00576,0.223621,0.049015,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,4,0.579167,0.040668,0.598688,0.004566,0.633965,0.039767,0.601228,0.001638,0.499504,0.002156,0.033869,0.003317,0.065797,0.00247,0.033419,0.001545,0.123069,0.000632,0.230126,0.0,0.150042,0.000481,0.038887,0.00178,0.050879,0.001764,0.040306,0.001172,0.032159,0.000578,0.099926,0.005653,0.216908,0.041555,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,5,0.5875,0.041081,0.597869,0.004522,0.641515,0.040269,0.598816,0.001816,0.498594,0.002039,0.03522,0.003341,0.065902,0.002709,0.033876,0.001577,0.122775,0.000855,0.230126,0.0,0.150042,0.000481,0.039363,0.001562,0.05026,0.001926,0.040721,0.001085,0.032354,0.000583,0.101585,0.005797,0.203312,0.041272,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,6,0.602083,0.043678,0.599525,0.004635,0.656606,0.042707,0.601441,0.002044,0.496937,0.002139,0.034532,0.003152,0.065674,0.002608,0.033379,0.001665,0.123075,0.000691,0.230126,0.0,0.150042,0.000481,0.039898,0.001766,0.050364,0.001894,0.040003,0.001163,0.032549,0.000579,0.100477,0.005626,0.19308,0.038357,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,7,0.55625,0.044615,0.598096,0.004348,0.610551,0.043532,0.600601,0.002132,0.499672,0.002098,0.035334,0.003185,0.065411,0.002387,0.034426,0.001605,0.122745,0.000742,0.230126,0.0,0.150042,0.000481,0.038384,0.001795,0.050764,0.00167,0.040236,0.001257,0.032939,0.000594,0.101606,0.005495,0.232398,0.043466,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,8,0.585417,0.044634,0.598806,0.004441,0.641076,0.044517,0.599991,0.002014,0.497516,0.00202,0.034824,0.003376,0.066227,0.002393,0.032977,0.001688,0.123395,0.000652,0.230126,0.0,0.150042,0.000481,0.039602,0.001827,0.050371,0.001822,0.040695,0.001192,0.032156,0.000576,0.100982,0.005711,0.226025,0.048534,80
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,9,0.59375,0.044197,0.598215,0.004481,0.648195,0.043229,0.600638,0.001853,0.499806,0.002469,0.034523,0.003183,0.065547,0.002549,0.033895,0.001594,0.122966,0.000649,0.230126,0.0,0.150042,0.000481,0.039401,0.001738,0.050254,0.00194,0.040515,0.001159,0.032621,0.000525,0.100631,0.005546,0.214338,0.042553,80
proposed_mechanism_coverage_audit_v4,provenance_label_shift,0,0.575,0.03937,0.594091,0.004682,0.628404,0.038895,0.597504,0.002221,0.494094,0.002096,0.035167,0.003387,0.067629,0.002776,0.035387,0.001738,0.124022,0.000646,0.231086,0.0,0.151862,0.000648,0.043022,0.002093,0.05284,0.002032,0.052301,0.001363,0.033235,0.000586,0.103583,0.006011,0.228255,0.040213,80
proposed_mechanism_coverage_audit_v4,provenance_label_shift,1,0.60625,0.04905,0.59425,0.004593,0.65656,0.047345,0.599025,0.001968,0.49579,0.002388,0.035627,0.003355,0.067583,0.00284,0.035353,0.001605,0.123534,0.000684,0.231086,0.0,0.151862,0.000648,0.042785,0.002245,0.052564,0.002018,0.052515,0.001421,0.03366,0.000579,0.103991,0.005987,0.197932,0.043048,80
proposed_mechanism_coverage_audit_v4,provenance_label_shift,2,0.541667,0.044447,0.594757,0.004635,0.595189,0.044164,0.597665,0.001985,0.494768,0.002147,0.03557,0.003318,0.067842,0.002744,0.03563,0.001793,0.124103,0.000848,0.231086,0.0,0.151862,0.000648,0.042701,0.002164,0.052129,0.001948,0.051616,0.001456,0.033412,0.000567,0.104267,0.005919,0.245517,0.050862,80
proposed_mechanism_coverage_audit_v4,provenance_label_shift,3,0.572917,0.047511,0.595039,0.004922,0.62505,0.046273,0.595377,0.001801,0.498152,0.001927,0.035802,0.003277,0.067739,0.002588,0.035837,0.001796,0.123595,0.000694,0.231086,0.0,0.151862,0.000648,0.04308,0.002278,0.051705,0.001966,0.051767,0.001523,0.03358,0.00063,0.104526,0.005812,0.242583,0.045015,80
