method,catalog_family,regime,split,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,provenance_label_gap,mechanism_shift,0.533333,0.136002,0.584808,0.00266,0.586373,0.136591,0.598874,0.006991,0.501535,0.00352,0.044886,0.001809,0.070123,0.002185,0.039156,0.002319,0.120539,0.001912,0.229166,0.0,0.153144,0.0,0.05088,0.002081,0.055438,0.001855,0.047173,0.002209,0.033048,0.001715,0.117056,0.002025,0.260043,0.140184,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,provenance_label_gap,sensor_modality_shift,0.6,0.087111,0.581073,0.003257,0.652669,0.087181,0.60552,0.00571,0.496849,0.00554,0.042227,0.001928,0.074196,0.003244,0.041623,0.001597,0.124319,0.001689,0.230126,0.0,0.154134,0.0,0.052782,0.002101,0.056015,0.001889,0.048419,0.002191,0.034037,0.001724,0.118685,0.002794,0.202912,0.127838,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,provenance_label_gap,provenance_label_shift,0.6,0.111045,0.577843,0.002181,0.649257,0.110789,0.595776,0.004591,0.494569,0.00805,0.048368,0.002684,0.075892,0.00292,0.043326,0.001452,0.123583,0.001293,0.231086,0.0,0.157376,0.0,0.060273,0.002519,0.058854,0.001909,0.061992,0.002411,0.034667,0.001438,0.12695,0.003869,0.16388,0.132629,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,provenance_label_gap,heldout_combined_catalog_gap,0.383333,0.138165,0.556898,0.003965,0.428991,0.137786,0.589208,0.007133,0.489034,0.005912,0.051436,0.002204,0.082767,0.002919,0.046162,0.001898,0.125395,0.001167,0.234446,0.0,0.159536,0.0,0.060092,0.001799,0.066652,0.001765,0.062569,0.001909,0.036608,0.001742,0.136592,0.002497,0.383233,0.146657,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,nominal_catalog,0.766667,0.130667,0.631503,0.002744,0.813199,0.116363,0.640668,0.006806,0.533961,0.006287,0.04341,0.002387,0.050606,0.003122,0.036011,0.001507,0.112223,0.000912,0.215726,0.0,0.141484,0.0,0.042688,0.001528,0.050265,0.002367,0.037195,0.001543,0.026858,0.001401,0.09937,0.004441,0.119063,0.115911,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,task_shift,0.616667,0.119778,0.603553,0.002608,0.6695,0.112519,0.629691,0.005873,0.518209,0.008817,0.056732,0.003203,0.062573,0.002253,0.039222,0.00202,0.116042,0.002655,0.221006,0.0,0.145499,0.0,0.042448,0.001971,0.053498,0.001626,0.040134,0.001551,0.031014,0.00089,0.123272,0.003776,0.161106,0.106585,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,object_shift,0.566667,0.121254,0.594578,0.003239,0.623009,0.121775,0.624308,0.007084,0.510811,0.004973,0.058447,0.002809,0.066511,0.002199,0.04012,0.001384,0.115608,0.001316,0.223886,0.0,0.147716,0.0,0.043156,0.002221,0.056002,0.001597,0.041507,0.002034,0.0333,0.000847,0.12839,0.00298,0.21231,0.133318,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,embodiment_shift,0.583333,0.111578,0.571571,0.002715,0.63348,0.111387,0.61637,0.005531,0.50204,0.007222,0.06616,0.002809,0.074892,0.002006,0.048164,0.001421,0.121817,0.000919,0.226286,0.0,0.149779,0.0,0.045844,0.000899,0.07478,0.001069,0.042824,0.003007,0.03586,0.00124,0.146411,0.003206,0.208516,0.159941,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,mechanism_shift,0.533333,0.1809,0.561046,0.004209,0.575081,0.175685,0.600519,0.006862,0.500576,0.006363,0.07121,0.002007,0.081729,0.002793,0.046399,0.001533,0.123728,0.001487,0.229166,0.0,0.152062,0.0,0.047484,0.00133,0.062301,0.001994,0.046477,0.002443,0.03527,0.001231,0.155706,0.002856,0.243671,0.133441,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,sensor_modality_shift,0.6,0.099798,0.555665,0.003192,0.645618,0.099409,0.599835,0.003651,0.498695,0.006956,0.073482,0.001398,0.082769,0.001777,0.047052,0.001333,0.119919,0.001921,0.230126,0.0,0.152999,0.0,0.049178,0.002011,0.06716,0.00173,0.045557,0.002013,0.036473,0.001749,0.159085,0.002199,0.211589,0.113497,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,provenance_label_shift,0.516667,0.164779,0.554974,0.003259,0.559639,0.165,0.596469,0.00444,0.495227,0.00599,0.073657,0.001416,0.08724,0.002197,0.051684,0.001028,0.123147,0.001458,0.231086,0.0,0.155849,0.0,0.0567,0.001888,0.069426,0.001432,0.06086,0.002024,0.0392,0.001308,0.164929,0.001483,0.26744,0.152682,10
proposed_mechanism_coverage_audit_v4,rh20t_human_robot_teleop,combined_catalog_gap,heldout_combined_catalog_gap,0.416667,0.087789,0.530928,0.003077,0.454088,0.088391,0.588307,0.006176,0.487238,0.007542,0.085444,0.001828,0.095481,0.001395,0.054535,0.001304,0.126305,0.001327,0.234446,0.0,0.158022,0.0,0.056285,0.001379,0.076791,0.00143,0.05982,0.001753,0.039281,0.001372,0.184322,0.002114,0.340347,0.120104,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,nominal_catalog,0.616667,0.098,0.678741,0.005346,0.693766,0.097844,0.638234,0.004346,0.528141,0.003857,0.002248,0.001436,0.036001,0.002405,0.021019,0.001498,0.111171,0.001265,0.215726,0.0,0.137502,0.0,0.0275,0.001828,0.033292,0.002139,0.02713,0.001851,0.022224,0.001164,0.039759,0.001766,0.170398,0.075649,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,task_shift,0.633333,0.126985,0.661999,0.004522,0.698889,0.11904,0.618149,0.005759,0.515754,0.005721,0.005174,0.002352,0.03388,0.001368,0.020821,0.001026,0.114812,0.002046,0.221006,0.0,0.141074,0.0,0.028622,0.001736,0.035889,0.001442,0.028317,0.001968,0.024466,0.001086,0.040994,0.002762,0.177036,0.095702,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,object_shift,0.6,0.111045,0.65056,0.003063,0.6731,0.110721,0.626737,0.004343,0.506924,0.005264,0.004268,0.001114,0.032514,0.002041,0.019557,0.001336,0.11872,0.00191,0.223886,0.0,0.143024,0.0,0.03158,0.000835,0.033992,0.001993,0.031934,0.00206,0.026561,0.001127,0.038432,0.002257,0.231415,0.119406,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,embodiment_shift,0.55,0.146495,0.646956,0.003531,0.613477,0.137549,0.619617,0.003264,0.509165,0.008933,0.006245,0.003475,0.034398,0.002536,0.023023,0.001858,0.121717,0.001759,0.226286,0.0,0.144672,0.0,0.028609,0.002347,0.046782,0.001516,0.032141,0.001626,0.027333,0.000954,0.043555,0.004841,0.215853,0.158974,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,mechanism_shift,0.75,0.163333,0.635181,0.002341,0.796561,0.15164,0.596307,0.007221,0.496984,0.00666,0.005628,0.003072,0.0377,0.001604,0.021358,0.002057,0.122891,0.002252,0.229166,0.0,0.14663,0.0,0.030584,0.002228,0.038221,0.002164,0.034101,0.002202,0.029358,0.001402,0.044582,0.00317,0.080567,0.075771,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,sensor_modality_shift,0.6,0.099798,0.626667,0.003401,0.666762,0.100241,0.598332,0.005696,0.495295,0.004483,0.00425,0.002371,0.036998,0.002518,0.02271,0.002475,0.123319,0.001606,0.230126,0.0,0.147301,0.0,0.032588,0.002257,0.041065,0.001653,0.035433,0.001672,0.028761,0.001113,0.043354,0.003584,0.203801,0.101611,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,provenance_label_shift,0.65,0.123674,0.625626,0.0033,0.715129,0.123611,0.591778,0.005358,0.493733,0.006788,0.006258,0.002382,0.038488,0.002999,0.024429,0.001898,0.123911,0.001817,0.231086,0.0,0.148171,0.0,0.031438,0.001882,0.040557,0.002215,0.044612,0.001395,0.032293,0.00119,0.047339,0.002918,0.142397,0.083758,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,nominal_metadata,heldout_combined_catalog_gap,0.483333,0.102726,0.61364,0.002455,0.546792,0.102772,0.584481,0.005765,0.487607,0.005013,0.00642,0.003003,0.038861,0.002444,0.021537,0.002005,0.125131,0.001557,0.234446,0.0,0.150404,0.0,0.030505,0.001497,0.046283,0.001451,0.045945,0.001236,0.032901,0.001517,0.046334,0.004732,0.33711,0.140591,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,nominal_catalog,0.683333,0.132916,0.673182,0.003742,0.750329,0.125644,0.638573,0.006234,0.531365,0.006517,0.013205,0.000905,0.038993,0.002507,0.024096,0.002364,0.111002,0.002491,0.215726,0.0,0.138234,0.0,0.031573,0.002248,0.035968,0.002269,0.030447,0.001657,0.02298,0.000888,0.054498,0.002866,0.126252,0.125513,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,task_shift,0.633333,0.152444,0.648857,0.00562,0.689211,0.138789,0.627542,0.005764,0.520696,0.006133,0.018301,0.002886,0.047215,0.00143,0.024706,0.001587,0.117691,0.001661,0.221006,0.0,0.141887,0.0,0.032077,0.001803,0.036544,0.002011,0.03283,0.001743,0.027084,0.001454,0.066066,0.003294,0.229928,0.15495,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,object_shift,0.533333,0.117277,0.642455,0.003966,0.600453,0.116386,0.622161,0.006184,0.507329,0.006786,0.019512,0.00288,0.050204,0.002133,0.024433,0.001974,0.11732,0.002103,0.223886,0.0,0.143887,0.0,0.032271,0.00202,0.037615,0.001752,0.032139,0.002347,0.028316,0.001411,0.069381,0.003396,0.289467,0.14025,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,embodiment_shift,0.583333,0.148105,0.627846,0.002771,0.640716,0.140575,0.611957,0.004762,0.504514,0.00461,0.019775,0.003541,0.056148,0.002048,0.025988,0.001271,0.120459,0.001629,0.226286,0.0,0.14561,0.0,0.03214,0.001986,0.049676,0.001842,0.03522,0.002067,0.029112,0.001007,0.074879,0.003719,0.211034,0.169511,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,mechanism_shift,0.666667,0.14609,0.616654,0.005028,0.720187,0.14059,0.593881,0.006812,0.498233,0.005124,0.025288,0.002311,0.060412,0.002552,0.025155,0.001952,0.12283,0.001614,0.229166,0.0,0.147627,0.0,0.032106,0.001529,0.041637,0.001822,0.036648,0.001392,0.030161,0.001221,0.083175,0.003531,0.107938,0.095142,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,sensor_modality_shift,0.55,0.138165,0.608436,0.002186,0.603869,0.13022,0.5946,0.007683,0.498819,0.004749,0.023278,0.002312,0.05956,0.001525,0.025636,0.002037,0.123726,0.001811,0.230126,0.0,0.148347,0.0,0.033345,0.002444,0.042476,0.00144,0.035961,0.001145,0.029802,0.00124,0.080766,0.003405,0.141028,0.094334,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,provenance_label_shift,0.6,0.121254,0.607827,0.003296,0.659381,0.12118,0.598984,0.005072,0.497712,0.006918,0.022993,0.001295,0.062187,0.002219,0.028333,0.001687,0.125261,0.001259,0.231086,0.0,0.149581,0.0,0.03535,0.002016,0.046421,0.001122,0.049085,0.001881,0.031859,0.001214,0.083799,0.002127,0.180464,0.091858,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,contact_transition_gap,heldout_combined_catalog_gap,0.6,0.16297,0.596244,0.004129,0.650299,0.157064,0.588843,0.005526,0.490296,0.005754,0.026192,0.003029,0.069087,0.001625,0.02686,0.002029,0.126104,0.001684,0.234446,0.0,0.151804,0.0,0.034765,0.001745,0.049313,0.002549,0.049277,0.002377,0.033936,0.001625,0.091438,0.004081,0.165624,0.099556,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,nominal_catalog,0.75,0.121741,0.669615,0.004135,0.809079,0.109799,0.641432,0.006201,0.52939,0.00745,0.015751,0.002024,0.040154,0.001427,0.025169,0.001465,0.110621,0.001747,0.215726,0.0,0.13858,0.0,0.031518,0.00148,0.035108,0.001238,0.030497,0.001417,0.023912,0.00149,0.058451,0.002675,0.123382,0.073243,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,task_shift,0.666667,0.14609,0.64839,0.003306,0.721999,0.13311,0.632854,0.007024,0.511262,0.004769,0.019708,0.002987,0.048376,0.002878,0.02462,0.00138,0.1149,0.001716,0.221006,0.0,0.142271,0.0,0.032433,0.001153,0.037736,0.001478,0.031142,0.001793,0.026199,0.001634,0.068301,0.004484,0.129688,0.091056,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,object_shift,0.683333,0.102726,0.642269,0.003356,0.74373,0.094091,0.623701,0.005401,0.513975,0.007253,0.019596,0.003262,0.053854,0.002448,0.025405,0.001938,0.118654,0.002657,0.223886,0.0,0.144294,0.0,0.034798,0.001952,0.037098,0.001761,0.034224,0.002338,0.028034,0.00132,0.072689,0.00255,0.181908,0.096926,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,embodiment_shift,0.583333,0.13112,0.628186,0.003518,0.640695,0.12284,0.615686,0.003099,0.505242,0.005527,0.021312,0.00311,0.056571,0.001291,0.027963,0.001832,0.119467,0.001527,0.226286,0.0,0.146055,0.0,0.035464,0.001341,0.04956,0.001201,0.033677,0.001705,0.030205,0.001113,0.077722,0.003207,0.213763,0.143329,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,mechanism_shift,0.666667,0.084345,0.616041,0.004833,0.721092,0.074133,0.598666,0.004884,0.503482,0.006946,0.022955,0.002193,0.060983,0.002162,0.027348,0.002494,0.123474,0.002236,0.229166,0.0,0.148102,0.0,0.036053,0.001005,0.041799,0.001078,0.035572,0.002038,0.030941,0.000785,0.082365,0.002972,0.182291,0.07382,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,sensor_modality_shift,0.5,0.182206,0.61156,0.003248,0.560745,0.182009,0.605381,0.004806,0.49831,0.00592,0.022844,0.003652,0.061419,0.00248,0.027415,0.002041,0.122451,0.001848,0.230126,0.0,0.148845,0.0,0.034964,0.001137,0.044834,0.002011,0.037494,0.002069,0.030415,0.001336,0.082616,0.004765,0.333899,0.204682,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,provenance_label_shift,0.533333,0.160033,0.612456,0.001713,0.586067,0.153009,0.597745,0.003849,0.494484,0.006224,0.023401,0.002311,0.063083,0.002261,0.02939,0.001542,0.126173,0.001429,0.231086,0.0,0.150249,0.0,0.038561,0.002114,0.045446,0.001592,0.048152,0.001894,0.032203,0.000702,0.085409,0.003646,0.243008,0.105785,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,force_tactile_gap,heldout_combined_catalog_gap,0.6,0.139446,0.591421,0.003563,0.655596,0.139094,0.592995,0.004971,0.4917,0.005418,0.027001,0.001673,0.070365,0.002976,0.029999,0.001557,0.126641,0.001993,0.234446,0.0,0.152465,0.0,0.037639,0.002169,0.050471,0.002018,0.049379,0.000753,0.032942,0.002014,0.094774,0.003706,0.187411,0.107759,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,nominal_catalog,0.65,0.123674,0.663068,0.004776,0.716035,0.115179,0.642822,0.006647,0.527722,0.007491,0.017105,0.001828,0.042163,0.002049,0.02676,0.002403,0.109989,0.001725,0.215726,0.0,0.138811,0.0,0.033325,0.001879,0.03636,0.001535,0.030545,0.001264,0.024279,0.001516,0.062107,0.002497,0.223615,0.123146,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,task_shift,0.633333,0.160033,0.642233,0.002609,0.694525,0.154162,0.629242,0.002924,0.516562,0.007397,0.02612,0.002097,0.04857,0.002778,0.025642,0.002373,0.115066,0.002119,0.221006,0.0,0.142528,0.0,0.035824,0.002086,0.037586,0.001201,0.033218,0.001672,0.026495,0.001047,0.075369,0.00262,0.195637,0.138702,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,object_shift,0.666667,0.153992,0.632555,0.004287,0.725089,0.148358,0.624145,0.005653,0.506758,0.007223,0.026295,0.002111,0.05438,0.002615,0.029734,0.001995,0.117314,0.002211,0.223886,0.0,0.144566,0.0,0.035793,0.001419,0.040745,0.002059,0.032162,0.002166,0.028362,0.00099,0.081947,0.002203,0.173557,0.126916,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,embodiment_shift,0.716667,0.119778,0.62521,0.003914,0.772905,0.11366,0.62018,0.003973,0.506662,0.007298,0.029094,0.002142,0.057496,0.002671,0.030332,0.001099,0.11914,0.001389,0.226286,0.0,0.146351,0.0,0.036194,0.002532,0.049292,0.00199,0.03561,0.001245,0.030538,0.001707,0.087382,0.00384,0.16611,0.119095,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,mechanism_shift,0.666667,0.128839,0.608583,0.005308,0.719613,0.122631,0.603899,0.003785,0.499557,0.003319,0.032001,0.001545,0.065664,0.002132,0.028155,0.002318,0.123171,0.002133,0.229166,0.0,0.148417,0.0,0.036386,0.00196,0.043685,0.002431,0.038089,0.001908,0.031433,0.001472,0.095327,0.002998,0.122747,0.076003,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,sensor_modality_shift,0.483333,0.132916,0.606533,0.003976,0.541259,0.13292,0.599237,0.005042,0.500402,0.004991,0.033328,0.002049,0.063024,0.001664,0.030701,0.002008,0.12328,0.002426,0.230126,0.0,0.149175,0.0,0.035673,0.001556,0.04389,0.002903,0.038221,0.002503,0.030632,0.000783,0.095946,0.002792,0.284576,0.147487,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,provenance_label_shift,0.683333,0.113683,0.603101,0.004727,0.734512,0.107152,0.600589,0.005877,0.500404,0.005963,0.0321,0.002433,0.06703,0.003522,0.031114,0.00172,0.123225,0.001274,0.231086,0.0,0.150695,0.0,0.039656,0.001479,0.049001,0.002265,0.049359,0.001544,0.032069,0.000748,0.09793,0.0048,0.187374,0.113918,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,recovery_gap,heldout_combined_catalog_gap,0.6,0.16297,0.584996,0.004447,0.64796,0.157165,0.586006,0.006958,0.493098,0.006389,0.034609,0.002539,0.070577,0.002179,0.033751,0.002194,0.127001,0.001339,0.234446,0.0,0.152907,0.0,0.039101,0.00191,0.051344,0.001622,0.048557,0.001929,0.035571,0.000876,0.104417,0.002468,0.18341,0.139501,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,nominal_catalog,0.7,0.094927,0.661124,0.002952,0.764913,0.085557,0.634299,0.006958,0.52213,0.006448,0.019444,0.002608,0.039118,0.00301,0.026843,0.002262,0.11026,0.002223,0.215726,0.0,0.139081,0.0,0.033392,0.00161,0.035443,0.001698,0.030308,0.001278,0.024835,0.001769,0.062203,0.004198,0.176845,0.098973,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,task_shift,0.65,0.113683,0.642831,0.003171,0.717882,0.113547,0.628625,0.006027,0.51756,0.003965,0.024338,0.001913,0.050352,0.002447,0.026429,0.001607,0.114955,0.002062,0.221006,0.0,0.142828,0.0,0.032854,0.001709,0.039871,0.002388,0.032113,0.001737,0.026037,0.000918,0.075316,0.002227,0.204726,0.111373,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,object_shift,0.65,0.123674,0.633511,0.004465,0.708842,0.116159,0.62713,0.002014,0.512235,0.008111,0.024898,0.002566,0.058023,0.00264,0.027322,0.001841,0.118053,0.002362,0.223886,0.0,0.144884,0.0,0.036086,0.001742,0.04027,0.002427,0.034532,0.001773,0.028287,0.001629,0.082076,0.00356,0.18566,0.09302,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,embodiment_shift,0.65,0.132916,0.620091,0.003477,0.711732,0.133324,0.614361,0.005088,0.50736,0.005249,0.027571,0.002257,0.060013,0.002759,0.031032,0.001291,0.120556,0.001528,0.226286,0.0,0.146697,0.0,0.036257,0.001585,0.050269,0.00142,0.037563,0.002577,0.029756,0.001239,0.088097,0.002839,0.239711,0.149087,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,mechanism_shift,0.65,0.132916,0.610755,0.003232,0.702387,0.126536,0.598525,0.006267,0.498904,0.002923,0.029734,0.002917,0.062661,0.00142,0.029575,0.001334,0.122261,0.001764,0.229166,0.0,0.148784,0.0,0.037849,0.001582,0.046516,0.001523,0.036997,0.001423,0.032001,0.001175,0.091518,0.002889,0.185809,0.147138,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,sensor_modality_shift,0.533333,0.117277,0.605204,0.002402,0.589977,0.117615,0.599128,0.004108,0.497628,0.006153,0.033157,0.002309,0.068283,0.00148,0.031655,0.002035,0.122885,0.001088,0.230126,0.0,0.14956,0.0,0.038146,0.001825,0.047315,0.002304,0.041327,0.001636,0.032065,0.001182,0.100197,0.003337,0.262092,0.102095,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,provenance_label_shift,0.666667,0.097393,0.598471,0.005015,0.722575,0.096952,0.59847,0.005909,0.493803,0.006883,0.032118,0.002535,0.068355,0.002119,0.031259,0.002116,0.126515,0.001501,0.231086,0.0,0.151214,0.0,0.041622,0.002064,0.048152,0.001391,0.050338,0.002047,0.032482,0.001349,0.099014,0.003299,0.174525,0.117124,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,deformable_gap,heldout_combined_catalog_gap,0.6,0.099798,0.583801,0.001667,0.651159,0.099917,0.587302,0.006997,0.476652,0.003836,0.034898,0.002862,0.074769,0.001685,0.034026,0.001725,0.126985,0.001357,0.234446,0.0,0.153424,0.0,0.042138,0.002378,0.054303,0.001641,0.051704,0.001562,0.034979,0.001067,0.107988,0.002464,0.178866,0.127395,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,nominal_catalog,0.683333,0.123674,0.664359,0.004006,0.741269,0.108387,0.638254,0.005205,0.534723,0.004451,0.020054,0.001892,0.042018,0.003379,0.028668,0.001814,0.11142,0.00206,0.215726,0.0,0.139235,0.0,0.035471,0.001775,0.036596,0.001939,0.031376,0.001466,0.025746,0.001303,0.065901,0.003166,0.193413,0.094304,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,task_shift,0.65,0.141556,0.643972,0.004336,0.709785,0.134796,0.62637,0.004313,0.520587,0.007548,0.026264,0.002283,0.054571,0.001777,0.030367,0.00192,0.114717,0.001918,0.221006,0.0,0.142999,0.0,0.035849,0.001497,0.039882,0.001651,0.033465,0.001838,0.026764,0.001531,0.082376,0.002718,0.187408,0.129797,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,object_shift,0.666667,0.128839,0.63281,0.002643,0.730774,0.128974,0.62006,0.00637,0.512313,0.005172,0.024751,0.000876,0.058704,0.002023,0.031722,0.002164,0.118099,0.00172,0.223886,0.0,0.145066,0.0,0.035006,0.001801,0.041365,0.00212,0.035709,0.001532,0.028362,0.001441,0.08464,0.002467,0.180214,0.140341,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,embodiment_shift,0.633333,0.167278,0.620384,0.002299,0.693771,0.167575,0.616903,0.004098,0.504503,0.004383,0.028804,0.001682,0.065889,0.002815,0.033429,0.001982,0.118945,0.002033,0.226286,0.0,0.146894,0.0,0.037881,0.001411,0.053896,0.001703,0.036699,0.001998,0.030081,0.000961,0.094935,0.00302,0.167642,0.187517,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,mechanism_shift,0.633333,0.094927,0.608548,0.004622,0.688855,0.095362,0.599039,0.006905,0.494716,0.007069,0.032707,0.001886,0.074124,0.003146,0.03473,0.002597,0.12258,0.002359,0.229166,0.0,0.148993,0.0,0.038138,0.001969,0.046602,0.001525,0.038504,0.002311,0.031683,0.001163,0.105665,0.003824,0.123752,0.091357,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,sensor_modality_shift,0.616667,0.119778,0.604057,0.002609,0.673069,0.119502,0.60139,0.004738,0.494235,0.005164,0.030648,0.001993,0.070362,0.002322,0.036228,0.001394,0.121276,0.001525,0.230126,0.0,0.14978,0.0,0.038811,0.002539,0.046737,0.001674,0.038899,0.001258,0.032054,0.001002,0.101534,0.002746,0.206797,0.115586,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,provenance_label_shift,0.716667,0.119778,0.597992,0.003122,0.760342,0.109204,0.594607,0.005468,0.495107,0.006568,0.033513,0.002274,0.074607,0.003193,0.035974,0.000913,0.123248,0.002102,0.231086,0.0,0.151511,0.0,0.04232,0.002126,0.048656,0.001607,0.052461,0.001255,0.032671,0.001103,0.107455,0.003606,0.111194,0.088001,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,irreversible_side_effect_gap,heldout_combined_catalog_gap,0.633333,0.136002,0.583518,0.004931,0.673909,0.124514,0.589453,0.005608,0.488659,0.006173,0.038323,0.002363,0.080567,0.002398,0.037662,0.001526,0.125506,0.001248,0.234446,0.0,0.153719,0.0,0.042448,0.002301,0.054994,0.002121,0.051878,0.002137,0.03487,0.001772,0.117579,0.003279,0.182276,0.122129,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,long_horizon_gap,nominal_catalog,0.583333,0.13112,0.663945,0.002588,0.656749,0.131158,0.643061,0.005493,0.52936,0.004556,0.020839,0.00219,0.038917,0.002049,0.024549,0.00173,0.110822,0.001842,0.215726,0.0,0.139043,0.0,0.035936,0.001322,0.03794,0.001886,0.031404,0.001737,0.025606,0.000961,0.062301,0.002248,0.282643,0.12488,10
proposed_mechanism_coverage_audit_v4,libero_instruction_manipulation,long_horizon_gap,task_shift,0.633333,0.136002,0.638313,0.00471,0.692684,0.129072,0.62991,0.008251,0.518367,0.005368,0.032088,0.003236,0.051468,0.002471,0.028429,0.001261,0.115419,0.002115,0.221006,0.0,0.142786,0.0,0.035441,0.001347,0.039538,0.001821,0.032766,0.001679,0.028518,0.000675,0.084904,0.002571,0.260559,0.138766,10
